Anno;Continente (Italia esclusa);NIL (Nuclei di Identità Locale);Residenti stranieri
2009;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);859
2009;America;Tibaldi (43);341
2009;America;Porta Ticinese - Conchetta (44);498
2009;America;Moncucco - San Cristoforo (45);429
2009;America;Barona (46);247
2009;America;Cantalupa (47);14
2009;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);357
2009;America;Giambellino (49);1156
2009;America;Porta Genova (50);274
2009;America;Porta Magenta (51);510
2009;America;Bande Nere (52);1028
2009;America;Lorenteggio (53);317
2009;America;Muggiano (54);47
2009;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1054
2009;America;Forze Armate (56);662
2009;America;San Siro (57);964
2009;America;De Angeli - Monte Rosa (58);402
2009;America;Tre Torri (59);28
2009;America;Stadio - Ippodromi (60);331
2009;America;Quarto Cagnino (61);152
2009;America;Quinto Romano (62);84
2009;America;Figino (63);30
2009;America;Trenno (64);29
2009;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);475
2009;America;QT 8 (66);63
2009;America;Portello (67);139
2009;America;Pagano (68);279
2009;America;Sarpi (69);633
2009;America;Ghisolfa (70);467
2009;America;Villapizzone - Cagnola - Boldinasco (71);1886
2009;America;Maggiore - Musocco - Certosa (72);205
2009;America;Cascina Merlata (73);3
2009;America;Roserio (74);10
2009;America;Stephenson (75);5
2009;America;Quarto Oggiaro - Vialba - Musocco (76);876
2009;America;Bovisa (77);651
2009;America;Farini (78);151
2009;America;Dergano (79);1021
2009;America;Affori (80);893
2009;America;Bovisasca (81);207
2009;America;Comasina (82);458
2009;America;Bruzzano (83);392
2009;America;Parco Nord (84);2
2009;America;Parco delle Abbazie (85);2
2009;America;Parco dei Navigli (86);5
2009;America;Assiano (87);1
2009;America;Parco Bosco in citta' (88);20
2009;Oceania;Duomo (1);3
2009;Oceania;Brera (2);13
2009;Oceania;Porta Vigentina - Porta Lodovica (5);5
2009;Oceania;Porta Ticinese - Conca del Naviglio (6);5
2009;Oceania;Magenta - S.Vittore (7);7
2009;Oceania;Stazione Centrale - Ponte Seveso (10);3
2009;Oceania;Greco - Segnano (13);2
2009;Oceania;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);2
2009;Oceania;Gorla - Precotto (16);2
2009;Oceania;Adriano (17);2
2009;Oceania;Padova - Turro - Crescenzago (19);1
2009;Oceania;Loreto - Casoretto - NoLo (20);6
2009;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);14
2009;Oceania;Citta' studi (22);4
2009;Oceania;Lambrate - Ortica (23);1
2009;Oceania;Corsica (25);3
2009;Oceania;XXII Marzo (26);9
2009;Oceania;Pta Romana (27);1
2009;Oceania;Umbria - Molise - Calvairate (28);1
2009;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);7
2009;Oceania;Lodi - Corvetto (35);1
2009;Oceania;Vigentino - Q.re Fatima (38);1
2009;Oceania;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2009;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);3
2009;Oceania;Tibaldi (43);2
2009;Oceania;Porta Ticinese - Conchetta (44);2
2009;Oceania;Moncucco - San Cristoforo (45);2
2009;Oceania;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);1
2009;Oceania;Giambellino (49);2
2009;Oceania;Porta Genova (50);2
2009;Oceania;Porta Magenta (51);6
2009;Oceania;Bande Nere (52);3
2009;Oceania;Lorenteggio (53);2
2009;Oceania;Forze Armate (56);2
2009;Oceania;De Angeli - Monte Rosa (58);3
2009;Oceania;Quarto Cagnino (61);1
2009;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);2
2009;Oceania;Portello (67);1
2009;Oceania;Pagano (68);6
2009;Oceania;Sarpi (69);7
2009;Oceania;Villapizzone - Cagnola - Boldinasco (71);1
2009;Oceania;Maggiore - Musocco - Certosa (72);1
2009;Oceania;Quarto Oggiaro - Vialba - Musocco (76);1
2009;Oceania;Bovisa (77);1
2009;Oceania;Dergano (79);1
2009;Oceania;Parco Nord (84);1
2009;Apolidi;Duomo (1);1
2009;Apolidi;Brera (2);2
2009;Apolidi;Stazione Centrale - Ponte Seveso (10);2
2009;Apolidi;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2009;Apolidi;Porta Ticinese - Conchetta (44);1
2009;Apolidi;Giambellino (49);1
2009;Apolidi;Bande Nere (52);1
2009;Apolidi;Forze Armate (56);1
2009;Apolidi;Ghisolfa (70);1
2009;Apolidi;Bruzzano (83);1
2009;Apolidi;Parco Bosco in citta' (88);1
2010;Europa (Italia esclusa);Duomo (1);849
2010;Europa (Italia esclusa);Brera (2);990
2010;Europa (Italia esclusa);Giardini P.ta Venezia (3);2
2010;Europa (Italia esclusa);Guastalla (4);579
2010;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);470
2010;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);699
2010;Europa (Italia esclusa);Magenta - S.Vittore (7);880
2010;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);201
2010;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);724
2010;Europa (Italia esclusa);Isola (11);770
2010;Europa (Italia esclusa);Maciachini - Maggiolina (12);915
2010;Europa (Italia esclusa);Greco - Segnano (13);513
2010;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);899
2010;Europa (Italia esclusa);Bicocca (15);184
2010;Europa (Italia esclusa);Gorla - Precotto (16);1064
2010;Europa (Italia esclusa);Adriano (17);513
2010;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);585
2010;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);1533
2010;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1670
2010;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2351
2010;Europa (Italia esclusa);Citta' studi (22);1286
2010;Europa (Italia esclusa);Lambrate - Ortica (23);355
2010;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);89
2010;Europa (Italia esclusa);Corsica (25);637
2010;Europa (Italia esclusa);XXII Marzo (26);1000
2010;Europa (Italia esclusa);Pta Romana (27);550
2010;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);736
2010;Europa (Italia esclusa);Ortomercato (29);198
2010;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);540
2010;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);242
2010;Europa (Italia esclusa);Triulzo Superiore (32);117
2010;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);269
2010;Europa (Italia esclusa);Chiaravalle (34);27
2010;Europa (Italia esclusa);Lodi - Corvetto (35);1316
2010;Europa (Italia esclusa);Scalo Romana (36);367
2010;Europa (Italia esclusa);Morivione (37);176
2010;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);372
2010;Europa (Italia esclusa);Quintosole (39);58
2010;Europa (Italia esclusa);Ronchetto delle Rane (40);9
2010;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);374
2010;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);843
2010;Europa (Italia esclusa);Tibaldi (43);396
2010;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);588
2010;Europa (Italia esclusa);Moncucco - San Cristoforo (45);512
2010;Europa (Italia esclusa);Barona (46);266
2010;Europa (Italia esclusa);Cantalupa (47);18
2010;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);340
2010;Europa (Italia esclusa);Giambellino (49);1062
2010;Europa (Italia esclusa);Porta Genova (50);449
2010;Europa (Italia esclusa);Porta Magenta (51);981
2010;Europa (Italia esclusa);Bande Nere (52);1281
2010;Europa (Italia esclusa);Lorenteggio (53);372
2010;Europa (Italia esclusa);Muggiano (54);40
2010;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);732
2010;Europa (Italia esclusa);Forze Armate (56);519
2010;Europa (Italia esclusa);San Siro (57);896
2010;Europa (Italia esclusa);De Angeli - Monte Rosa (58);963
2010;Europa (Italia esclusa);Tre Torri (59);71
2010;Europa (Italia esclusa);Stadio - Ippodromi (60);1063
2010;Europa (Italia esclusa);Quarto Cagnino (61);108
2010;Europa (Italia esclusa);Quinto Romano (62);100
2010;Europa (Italia esclusa);Figino (63);67
2010;Europa (Italia esclusa);Trenno (64);57
2010;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);670
2010;Europa (Italia esclusa);QT 8 (66);122
2010;Europa (Italia esclusa);Portello (67);220
2010;Europa (Italia esclusa);Pagano (68);732
2010;Europa (Italia esclusa);Sarpi (69);1051
2010;Europa (Italia esclusa);Ghisolfa (70);493
2010;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);1456
2010;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);543
2010;Europa (Italia esclusa);Cascina Merlata (73);8
2010;Europa (Italia esclusa);Roserio (74);9
2010;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);857
2010;Europa (Italia esclusa);Bovisa (77);543
2010;Europa (Italia esclusa);Farini (78);143
2010;Europa (Italia esclusa);Dergano (79);747
2010;Europa (Italia esclusa);Affori (80);885
2010;Europa (Italia esclusa);Bovisasca (81);204
2010;Europa (Italia esclusa);Comasina (82);425
2010;Europa (Italia esclusa);Bruzzano (83);466
2010;Europa (Italia esclusa);Parco Nord (84);12
2010;Europa (Italia esclusa);Parco delle Abbazie (85);179
2010;Europa (Italia esclusa);Parco dei Navigli (86);28
2010;Europa (Italia esclusa);Assiano (87);21
2010;Europa (Italia esclusa);Parco Bosco in citta' (88);238
2010;Asia;Duomo (1);907
2010;Asia;Brera (2);804
2010;Asia;Giardini P.ta Venezia (3);6
2010;Asia;Guastalla (4);803
2010;Asia;Porta Vigentina - Porta Lodovica (5);508
2010;Asia;Porta Ticinese - Conca del Naviglio (6);806
2010;Asia;Magenta - S.Vittore (7);714
2010;Asia;Porta Garibaldi - Porta Nuova (9);224
2010;Asia;Stazione Centrale - Ponte Seveso (10);1831
2010;Asia;Isola (11);1595
2010;Asia;Maciachini - Maggiolina (12);1972
2010;Asia;Greco - Segnano (13);1331
2010;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);916
2010;Asia;Bicocca (15);244
2010;Asia;Gorla - Precotto (16);2063
2010;Asia;Adriano (17);871
2010;Asia;Cimiano - Rottole - Q.re Feltre (18);798
2010;Asia;Padova - Turro - Crescenzago (19);3889
2010;Asia;Loreto - Casoretto - NoLo (20);5269
2010;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);2825
2010;Asia;Citta' studi (22);1562
2010;Asia;Lambrate - Ortica (23);668
2010;Asia;Parco Forlanini - Cavriano (24);31
2010;Asia;Corsica (25);972
2010;Asia;XXII Marzo (26);981
2010;Asia;Pta Romana (27);685
2010;Asia;Umbria - Molise - Calvairate (28);1228
2010;Asia;Ortomercato (29);325
2010;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);533
2010;Asia;Monlue' - Ponte Lambro (31);290
2010;Asia;Triulzo Superiore (32);230
2010;Asia;Rogoredo - Santa Giulia (33);322
2010;Asia;Chiaravalle (34);36
2010;Asia;Lodi - Corvetto (35);2203
2010;Asia;Scalo Romana (36);1033
2010;Asia;Morivione (37);483
2010;Asia;Vigentino - Q.re Fatima (38);419
2010;Asia;Quintosole (39);18
2010;Asia;Ronchetto delle Rane (40);26
2010;Asia;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);582
2010;Asia;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1527
2010;Asia;Tibaldi (43);496
2010;Asia;Porta Ticinese - Conchetta (44);619
2010;Asia;Moncucco - San Cristoforo (45);501
2010;Asia;Barona (46);329
2010;Asia;Cantalupa (47);17
2010;Asia;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);343
2010;Asia;Giambellino (49);1900
2010;Asia;Porta Genova (50);393
2010;Asia;Porta Magenta (51);928
2010;Asia;Bande Nere (52);2258
2010;Asia;Lorenteggio (53);383
2010;Asia;Muggiano (54);22
2010;Asia;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1249
2010;Asia;Forze Armate (56);974
2010;Asia;San Siro (57);1857
2010;Asia;De Angeli - Monte Rosa (58);755
2010;Asia;Tre Torri (59);28
2010;Asia;Stadio - Ippodromi (60);603
2010;Asia;Quarto Cagnino (61);237
2010;Asia;Quinto Romano (62);81
2010;Asia;Figino (63);52
2010;Asia;Trenno (64);44
2010;Asia;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);557
2010;Asia;QT 8 (66);130
2010;Asia;Portello (67);230
2010;Asia;Pagano (68);568
2010;Asia;Sarpi (69);2528
2010;Asia;Ghisolfa (70);1097
2010;Asia;Villapizzone - Cagnola - Boldinasco (71);4292
2010;Asia;Maggiore - Musocco - Certosa (72);154
2010;Asia;Cascina Merlata (73);9
2010;Asia;Roserio (74);30
2010;Asia;Stephenson (75);9
2010;Asia;Quarto Oggiaro - Vialba - Musocco (76);2408
2010;Asia;Bovisa (77);1350
2010;Asia;Farini (78);473
2010;Asia;Dergano (79);2617
2010;Asia;Affori (80);2576
2010;Asia;Bovisasca (81);176
2010;Asia;Comasina (82);1061
2010;Asia;Bruzzano (83);442
2010;Asia;Parco Nord (84);15
2010;Asia;Parco delle Abbazie (85);5
2010;Asia;Assiano (87);1
2010;Asia;Parco Bosco in citta' (88);48
2010;Africa;Duomo (1);207
2010;Africa;Brera (2);194
2010;Africa;Guastalla (4);115
2010;Africa;Porta Vigentina - Porta Lodovica (5);253
2010;Africa;Porta Ticinese - Conca del Naviglio (6);405
2010;Africa;Magenta - S.Vittore (7);135
2010;Africa;Porta Garibaldi - Porta Nuova (9);91
2010;Africa;Stazione Centrale - Ponte Seveso (10);471
2010;Africa;Isola (11);809
2010;Africa;Maciachini - Maggiolina (12);626
2010;Africa;Greco - Segnano (13);571
2010;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1248
2010;Africa;Bicocca (15);385
2010;Africa;Gorla - Precotto (16);747
2010;Africa;Adriano (17);410
2010;Africa;Cimiano - Rottole - Q.re Feltre (18);422
2010;Africa;Padova - Turro - Crescenzago (19);2117
2010;Africa;Loreto - Casoretto - NoLo (20);3175
2010;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);1034
2010;Africa;Citta' studi (22);755
2010;Africa;Lambrate - Ortica (23);435
2010;Africa;Parco Forlanini - Cavriano (24);84
2010;Africa;Corsica (25);283
2010;Africa;XXII Marzo (26);374
2010;Africa;Pta Romana (27);227
2010;Africa;Umbria - Molise - Calvairate (28);1326
2010;Africa;Ortomercato (29);395
2010;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);523
2010;Africa;Monlue' - Ponte Lambro (31);551
2010;Africa;Triulzo Superiore (32);287
2010;Africa;Rogoredo - Santa Giulia (33);276
2010;Africa;Chiaravalle (34);29
2010;Africa;Lodi - Corvetto (35);2028
2010;Africa;Scalo Romana (36);968
2010;Africa;Morivione (37);194
2010;Africa;Vigentino - Q.re Fatima (38);228
2010;Africa;Quintosole (39);23
2010;Africa;Ronchetto delle Rane (40);45
2010;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);814
2010;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1163
2010;Africa;Tibaldi (43);467
2010;Africa;Porta Ticinese - Conchetta (44);442
2010;Africa;Moncucco - San Cristoforo (45);601
2010;Africa;Barona (46);862
2010;Africa;Cantalupa (47);9
2010;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);440
2010;Africa;Giambellino (49);2186
2010;Africa;Porta Genova (50);125
2010;Africa;Porta Magenta (51);195
2010;Africa;Bande Nere (52);669
2010;Africa;Lorenteggio (53);450
2010;Africa;Muggiano (54);34
2010;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);843
2010;Africa;Forze Armate (56);831
2010;Africa;San Siro (57);3638
2010;Africa;De Angeli - Monte Rosa (58);174
2010;Africa;Tre Torri (59);10
2010;Africa;Stadio - Ippodromi (60);221
2010;Africa;Quarto Cagnino (61);241
2010;Africa;Quinto Romano (62);109
2010;Africa;Figino (63);56
2010;Africa;Trenno (64);184
2010;Africa;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);429
2010;Africa;QT 8 (66);50
2010;Africa;Portello (67);54
2010;Africa;Pagano (68);122
2010;Africa;Sarpi (69);407
2010;Africa;Ghisolfa (70);327
2010;Africa;Villapizzone - Cagnola - Boldinasco (71);2231
2010;Africa;Maggiore - Musocco - Certosa (72);139
2010;Africa;Cascina Merlata (73);3
2010;Africa;Roserio (74);1
2010;Africa;Quarto Oggiaro - Vialba - Musocco (76);1800
2010;Africa;Bovisa (77);1109
2010;Africa;Farini (78);366
2010;Africa;Dergano (79);1660
2010;Africa;Affori (80);1113
2010;Africa;Bovisasca (81);218
2010;Africa;Comasina (82);462
2010;Africa;Bruzzano (83);478
2010;Africa;Parco Nord (84);5
2010;Africa;Parco delle Abbazie (85);10
2010;Africa;Parco dei Navigli (86);4
2010;Africa;Parco Bosco in citta' (88);171
2010;America;Duomo (1);437
2010;America;Brera (2);415
2010;America;Giardini P.ta Venezia (3);1
2010;America;Guastalla (4);394
2010;America;Porta Vigentina - Porta Lodovica (5);254
2010;America;Porta Ticinese - Conca del Naviglio (6);474
2010;America;Magenta - S.Vittore (7);349
2010;America;Porta Garibaldi - Porta Nuova (9);182
2010;America;Stazione Centrale - Ponte Seveso (10);703
2010;America;Isola (11);686
2010;America;Maciachini - Maggiolina (12);983
2010;America;Greco - Segnano (13);623
2010;America;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);892
2010;America;Bicocca (15);208
2010;America;Gorla - Precotto (16);1344
2010;America;Adriano (17);406
2010;America;Cimiano - Rottole - Q.re Feltre (18);672
2010;America;Padova - Turro - Crescenzago (19);1989
2010;America;Loreto - Casoretto - NoLo (20);2290
2010;America;Buenos Aires - Porta Venezia - Porta Monforte (21);1404
2010;America;Citta' studi (22);1327
2010;America;Lambrate - Ortica (23);375
2010;America;Parco Forlanini - Cavriano (24);51
2010;America;Corsica (25);630
2010;America;XXII Marzo (26);627
2010;America;Pta Romana (27);374
2010;America;Umbria - Molise - Calvairate (28);754
2010;America;Ortomercato (29);230
2010;America;Taliedo - Morsenchio - Q.re Forlanini (30);717
2010;America;Monlue' - Ponte Lambro (31);467
2010;America;Triulzo Superiore (32);183
2010;America;Rogoredo - Santa Giulia (33);369
2010;America;Chiaravalle (34);19
2010;America;Lodi - Corvetto (35);1472
2010;America;Scalo Romana (36);516
2010;America;Morivione (37);227
2010;America;Vigentino - Q.re Fatima (38);325
2010;America;Quintosole (39);6
2010;America;Ronchetto delle Rane (40);21
2010;America;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);389
2010;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);936
2010;America;Tibaldi (43);398
2010;America;Porta Ticinese - Conchetta (44);554
2010;America;Moncucco - San Cristoforo (45);471
2010;America;Barona (46);284
2010;America;Cantalupa (47);13
2010;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);409
2010;America;Giambellino (49);1230
2010;America;Porta Genova (50);287
2010;America;Porta Magenta (51);575
2010;America;Bande Nere (52);1128
2010;America;Lorenteggio (53);338
2010;America;Muggiano (54);45
2010;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1251
2010;America;Forze Armate (56);737
2010;America;San Siro (57);1035
2010;America;De Angeli - Monte Rosa (58);454
2010;America;Tre Torri (59);28
2010;America;Stadio - Ippodromi (60);381
2010;America;Quarto Cagnino (61);180
2010;America;Quinto Romano (62);94
2010;America;Figino (63);34
2010;America;Trenno (64);30
2010;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);601
2010;America;QT 8 (66);73
2010;America;Portello (67);184
2010;America;Pagano (68);309
2010;America;Sarpi (69);687
2010;America;Ghisolfa (70);518
2010;America;Villapizzone - Cagnola - Boldinasco (71);2093
2010;America;Maggiore - Musocco - Certosa (72);231
2010;America;Cascina Merlata (73);3
2010;America;Roserio (74);12
2010;America;Stephenson (75);4
2010;America;Quarto Oggiaro - Vialba - Musocco (76);949
2010;America;Bovisa (77);644
2010;America;Farini (78);168
2010;America;Dergano (79);1150
2010;America;Affori (80);979
2010;America;Bovisasca (81);241
2010;America;Comasina (82);488
2010;America;Bruzzano (83);447
2010;America;Parco Nord (84);1
2010;America;Parco delle Abbazie (85);3
2010;America;Parco dei Navigli (86);5
2010;America;Assiano (87);4
2010;America;Parco Bosco in citta' (88);19
2010;Oceania;Duomo (1);4
2010;Oceania;Brera (2);11
2010;Oceania;Porta Vigentina - Porta Lodovica (5);5
2010;Oceania;Porta Ticinese - Conca del Naviglio (6);5
2010;Oceania;Magenta - S.Vittore (7);9
2010;Oceania;Stazione Centrale - Ponte Seveso (10);3
2010;Oceania;Isola (11);1
2010;Oceania;Greco - Segnano (13);2
2010;Oceania;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);2
2010;Oceania;Bicocca (15);1
2010;Oceania;Gorla - Precotto (16);3
2010;Oceania;Adriano (17);2
2010;Oceania;Padova - Turro - Crescenzago (19);1
2010;Oceania;Loreto - Casoretto - NoLo (20);5
2010;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);16
2010;Oceania;Citta' studi (22);3
2010;Oceania;Corsica (25);3
2010;Oceania;XXII Marzo (26);7
2010;Oceania;Pta Romana (27);1
2010;Oceania;Umbria - Molise - Calvairate (28);2
2010;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);7
2010;Oceania;Rogoredo - Santa Giulia (33);1
2010;Oceania;Lodi - Corvetto (35);2
2010;Oceania;Vigentino - Q.re Fatima (38);1
2010;Oceania;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2010;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);3
2010;Oceania;Tibaldi (43);2
2010;Oceania;Porta Ticinese - Conchetta (44);3
2010;Oceania;Moncucco - San Cristoforo (45);2
2010;Oceania;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);1
2010;Oceania;Giambellino (49);2
2010;Oceania;Porta Genova (50);3
2010;Oceania;Porta Magenta (51);6
2010;Oceania;Bande Nere (52);3
2010;Oceania;Lorenteggio (53);2
2010;Oceania;Forze Armate (56);2
2010;Oceania;De Angeli - Monte Rosa (58);1
2010;Oceania;Quarto Cagnino (61);1
2010;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);2
2010;Oceania;Portello (67);1
2010;Oceania;Pagano (68);6
2010;Oceania;Sarpi (69);8
2010;Oceania;Villapizzone - Cagnola - Boldinasco (71);1
2010;Oceania;Maggiore - Musocco - Certosa (72);1
2010;Oceania;Quarto Oggiaro - Vialba - Musocco (76);1
2010;Oceania;Bovisa (77);1
2010;Oceania;Parco Nord (84);1
2010;Apolidi;Duomo (1);1
2010;Apolidi;Brera (2);2
2010;Apolidi;Stazione Centrale - Ponte Seveso (10);2
2010;Apolidi;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2010;Apolidi;Porta Ticinese - Conchetta (44);1
2010;Apolidi;Giambellino (49);2
2010;Apolidi;Bande Nere (52);1
2010;Apolidi;Forze Armate (56);1
2010;Apolidi;Ghisolfa (70);1
2010;Apolidi;Bruzzano (83);1
2010;Apolidi;Parco Bosco in citta' (88);1
2011;Europa (Italia esclusa);Duomo (1);877
2011;Europa (Italia esclusa);Brera (2);1030
2011;Europa (Italia esclusa);Giardini P.ta Venezia (3);1
2011;Europa (Italia esclusa);Guastalla (4);629
2011;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);522
2011;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);748
2011;Europa (Italia esclusa);Magenta - S.Vittore (7);931
2011;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);203
2011;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);753
2011;Europa (Italia esclusa);Isola (11);807
2011;Europa (Italia esclusa);Maciachini - Maggiolina (12);982
2011;Europa (Italia esclusa);Greco - Segnano (13);552
2011;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1010
2011;Europa (Italia esclusa);Bicocca (15);205
2011;Europa (Italia esclusa);Gorla - Precotto (16);1184
2011;Europa (Italia esclusa);Adriano (17);570
2011;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);657
2011;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);1644
2011;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1791
2011;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2441
2011;Europa (Italia esclusa);Citta' studi (22);1418
2011;Europa (Italia esclusa);Lambrate - Ortica (23);382
2011;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);88
2011;Europa (Italia esclusa);Corsica (25);692
2011;Europa (Italia esclusa);XXII Marzo (26);1045
2011;Europa (Italia esclusa);Pta Romana (27);601
2011;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);787
2011;Europa (Italia esclusa);Ortomercato (29);211
2011;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);603
2011;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);256
2011;Europa (Italia esclusa);Triulzo Superiore (32);130
2011;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);322
2011;Europa (Italia esclusa);Chiaravalle (34);31
2011;Europa (Italia esclusa);Lodi - Corvetto (35);1506
2011;Europa (Italia esclusa);Scalo Romana (36);363
2011;Europa (Italia esclusa);Morivione (37);209
2011;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);414
2011;Europa (Italia esclusa);Quintosole (39);55
2011;Europa (Italia esclusa);Ronchetto delle Rane (40);10
2011;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);427
2011;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);941
2011;Europa (Italia esclusa);Tibaldi (43);415
2011;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);654
2011;Europa (Italia esclusa);Moncucco - San Cristoforo (45);539
2011;Europa (Italia esclusa);Barona (46);309
2011;Europa (Italia esclusa);Cantalupa (47);21
2011;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);350
2011;Europa (Italia esclusa);Giambellino (49);1157
2011;Europa (Italia esclusa);Porta Genova (50);491
2011;Europa (Italia esclusa);Porta Magenta (51);1037
2011;Europa (Italia esclusa);Bande Nere (52);1412
2011;Europa (Italia esclusa);Lorenteggio (53);389
2011;Europa (Italia esclusa);Muggiano (54);49
2011;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);820
2011;Europa (Italia esclusa);Forze Armate (56);609
2011;Europa (Italia esclusa);San Siro (57);1005
2011;Europa (Italia esclusa);De Angeli - Monte Rosa (58);1033
2011;Europa (Italia esclusa);Tre Torri (59);81
2011;Europa (Italia esclusa);Stadio - Ippodromi (60);1135
2011;Europa (Italia esclusa);Quarto Cagnino (61);141
2011;Europa (Italia esclusa);Quinto Romano (62);102
2011;Europa (Italia esclusa);Figino (63);81
2011;Europa (Italia esclusa);Trenno (64);54
2011;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);734
2011;Europa (Italia esclusa);QT 8 (66);143
