Anno;Continente (Italia esclusa);NIL (Nuclei di Identità Locale);Residenti stranieri
2000;Asia;Ghisolfa (70);789
2000;Asia;Villapizzone - Cagnola - Boldinasco (71);1231
2000;Asia;Maggiore - Musocco - Certosa (72);43
2000;Asia;Stephenson (75);1
2000;Asia;Quarto Oggiaro - Vialba - Musocco (76);382
2000;Asia;Bovisa (77);615
2000;Asia;Farini (78);165
2000;Asia;Dergano (79);862
2000;Asia;Affori (80);701
2000;Asia;Bovisasca (81);73
2000;Asia;Comasina (82);107
2000;Asia;Bruzzano (83);174
2000;Asia;Parco Nord (84);39
2000;Asia;Parco delle Abbazie (85);1
2000;Asia;Parco Bosco in citta' (88);5
2000;Africa;Duomo (1);257
2000;Africa;Brera (2);259
2000;Africa;Giardini P.ta Venezia (3);2
2000;Africa;Guastalla (4);236
2000;Africa;Porta Vigentina - Porta Lodovica (5);276
2000;Africa;Porta Ticinese - Conca del Naviglio (6);531
2000;Africa;Magenta - S.Vittore (7);142
2000;Africa;Porta Garibaldi - Porta Nuova (9);140
2000;Africa;Stazione Centrale - Ponte Seveso (10);389
2000;Africa;Isola (11);819
2000;Africa;Maciachini - Maggiolina (12);306
2000;Africa;Greco - Segnano (13);256
2000;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);493
2000;Africa;Bicocca (15);151
2000;Africa;Gorla - Precotto (16);441
2000;Africa;Adriano (17);150
2000;Africa;Cimiano - Rottole - Q.re Feltre (18);230
2000;Africa;Padova - Turro - Crescenzago (19);787
2000;Africa;Loreto - Casoretto - NoLo (20);1887
2000;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);1253
2000;Africa;Citta' studi (22);820
2000;Africa;Lambrate - Ortica (23);301
2000;Africa;Parco Forlanini - Cavriano (24);164
2000;Africa;Corsica (25);258
2000;Africa;XXII Marzo (26);523
2000;Africa;Pta Romana (27);405
2000;Africa;Umbria - Molise - Calvairate (28);1050
2000;Africa;Ortomercato (29);162
2000;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);305
2000;Africa;Monlue' - Ponte Lambro (31);323
2000;Africa;Triulzo Superiore (32);211
2000;Africa;Rogoredo - Santa Giulia (33);156
2000;Africa;Chiaravalle (34);31
2000;Africa;Lodi - Corvetto (35);1259
2000;Africa;Scalo Romana (36);761
2000;Africa;Morivione (37);137
2000;Africa;Vigentino - Q.re Fatima (38);131
2000;Africa;Quintosole (39);11
2000;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);331
2000;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);702
2000;Africa;Tibaldi (43);475
2000;Africa;Porta Ticinese - Conchetta (44);392
2000;Africa;Moncucco - San Cristoforo (45);325
2000;Africa;Barona (46);318
2000;Africa;Cantalupa (47);10
2000;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);195
2000;Africa;Giambellino (49);1024
2000;Africa;Porta Genova (50);228
2000;Africa;Porta Magenta (51);185
2000;Africa;Bande Nere (52);677
2000;Africa;Lorenteggio (53);171
2000;Africa;Muggiano (54);26
2000;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);437
2000;Africa;Forze Armate (56);467
2000;Africa;San Siro (57);1555
2000;Africa;De Angeli - Monte Rosa (58);257
2000;Africa;Tre Torri (59);9
2000;Africa;Stadio - Ippodromi (60);116
2000;Africa;Quarto Cagnino (61);105
2000;Africa;Quinto Romano (62);66
2000;Africa;Figino (63);24
2000;Africa;Trenno (64);32
2000;Africa;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);231
2000;Africa;QT 8 (66);36
2000;Africa;Portello (67);87
2000;Africa;Pagano (68);153
2000;Africa;Sarpi (69);578
2000;Africa;Ghisolfa (70);265
2000;Africa;Villapizzone - Cagnola - Boldinasco (71);1008
2000;Africa;Maggiore - Musocco - Certosa (72);81
2000;Africa;Roserio (74);1
2000;Africa;Quarto Oggiaro - Vialba - Musocco (76);908
2000;Africa;Bovisa (77);479
2000;Africa;Farini (78);231
2000;Africa;Dergano (79);649
2000;Africa;Affori (80);495
2000;Africa;Bovisasca (81);132
2000;Africa;Comasina (82);127
2000;Africa;Bruzzano (83);195
2000;Africa;Parco Nord (84);7
2000;Africa;Parco delle Abbazie (85);17
2000;Africa;Parco dei Navigli (86);13
2000;Africa;Assiano (87);6
2000;Africa;Parco Bosco in citta' (88);89
2000;America;Duomo (1);431
2000;America;Brera (2);415
2000;America;Giardini P.ta Venezia (3);1
2000;America;Guastalla (4);343
2000;America;Porta Vigentina - Porta Lodovica (5);219
2000;America;Porta Ticinese - Conca del Naviglio (6);361
2000;America;Magenta - S.Vittore (7);308
2000;America;Porta Garibaldi - Porta Nuova (9);128
2000;America;Stazione Centrale - Ponte Seveso (10);444
2000;America;Isola (11);432
2000;America;Maciachini - Maggiolina (12);456
2000;America;Greco - Segnano (13);252
2000;America;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);214
2000;America;Bicocca (15);60
2000;America;Gorla - Precotto (16);357
2000;America;Adriano (17);84
2000;America;Cimiano - Rottole - Q.re Feltre (18);260
2000;America;Padova - Turro - Crescenzago (19);682
2000;America;Loreto - Casoretto - NoLo (20);1050
2000;America;Buenos Aires - Porta Venezia - Porta Monforte (21);1061
2000;America;Citta' studi (22);718
2000;America;Lambrate - Ortica (23);121
2000;America;Parco Forlanini - Cavriano (24);14
2000;America;Corsica (25);300
2000;America;XXII Marzo (26);442
2000;America;Pta Romana (27);247
2000;America;Umbria - Molise - Calvairate (28);370
2000;America;Ortomercato (29);34
2000;America;Taliedo - Morsenchio - Q.re Forlanini (30);188
2000;America;Monlue' - Ponte Lambro (31);71
2000;America;Triulzo Superiore (32);29
2000;America;Rogoredo - Santa Giulia (33);54
2000;America;Chiaravalle (34);5
2000;America;Lodi - Corvetto (35);501
2000;America;Scalo Romana (36);206
2000;America;Morivione (37);73
2000;America;Vigentino - Q.re Fatima (38);107
2000;America;Quintosole (39);3
2000;America;Ronchetto delle Rane (40);1
2000;America;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);52
2000;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);372
2000;America;Tibaldi (43);179
2000;America;Porta Ticinese - Conchetta (44);268
2000;America;Moncucco - San Cristoforo (45);171
2000;America;Barona (46);62
2000;America;Cantalupa (47);3
2000;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);152
2000;America;Giambellino (49);507
2000;America;Porta Genova (50);185
2000;America;Porta Magenta (51);393
2000;America;Bande Nere (52);551
2000;America;Lorenteggio (53);77
2000;America;Muggiano (54);1
2000;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);296
2000;America;Forze Armate (56);238
2000;America;San Siro (57);378
2000;America;De Angeli - Monte Rosa (58);337
2000;America;Tre Torri (59);20
2000;America;Stadio - Ippodromi (60);169
2000;America;Quarto Cagnino (61);42
2000;America;Quinto Romano (62);37
2000;America;Figino (63);8
2000;America;Trenno (64);15
2000;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);178
2000;America;QT 8 (66);32
2000;America;Portello (67);113
2000;America;Pagano (68);301
2000;America;Sarpi (69);481
2000;America;Ghisolfa (70);244
2000;America;Villapizzone - Cagnola - Boldinasco (71);599
2000;America;Maggiore - Musocco - Certosa (72);39
2000;America;Roserio (74);9
2000;America;Quarto Oggiaro - Vialba - Musocco (76);241
2000;America;Bovisa (77);151
2000;America;Farini (78);69
2000;America;Dergano (79);312
2000;America;Affori (80);283
2000;America;Bovisasca (81);56
2000;America;Comasina (82);77
2000;America;Bruzzano (83);109
2000;America;Parco delle Abbazie (85);2
2000;America;Parco dei Navigli (86);5
2000;America;Assiano (87);2
2000;America;Parco Bosco in citta' (88);1
2000;Oceania;Duomo (1);5
2000;Oceania;Brera (2);10
2000;Oceania;Guastalla (4);2
2000;Oceania;Porta Vigentina - Porta Lodovica (5);6
2000;Oceania;Porta Ticinese - Conca del Naviglio (6);3
2000;Oceania;Magenta - S.Vittore (7);6
2000;Oceania;Stazione Centrale - Ponte Seveso (10);6
2000;Oceania;Maciachini - Maggiolina (12);3
2000;Oceania;Greco - Segnano (13);1
2000;Oceania;Gorla - Precotto (16);2
2000;Oceania;Adriano (17);1
2000;Oceania;Cimiano - Rottole - Q.re Feltre (18);1
2000;Oceania;Padova - Turro - Crescenzago (19);5
2000;Oceania;Loreto - Casoretto - NoLo (20);6
2000;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);18
2000;Oceania;Citta' studi (22);2
2000;Oceania;Lambrate - Ortica (23);1
2000;Oceania;Corsica (25);4
2000;Oceania;XXII Marzo (26);8
2000;Oceania;Umbria - Molise - Calvairate (28);3
2000;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);1
2000;Oceania;Triulzo Superiore (32);1
2000;Oceania;Rogoredo - Santa Giulia (33);2
2000;Oceania;Lodi - Corvetto (35);1
2000;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);2
2000;Oceania;Tibaldi (43);4
2000;Oceania;Porta Ticinese - Conchetta (44);6
2000;Oceania;Moncucco - San Cristoforo (45);1
2000;Oceania;Giambellino (49);6
2000;Oceania;Porta Genova (50);5
2000;Oceania;Porta Magenta (51);8
2000;Oceania;Bande Nere (52);5
2000;Oceania;Lorenteggio (53);2
2000;Oceania;De Angeli - Monte Rosa (58);2
2000;Oceania;Trenno (64);1
2000;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);5
2000;Oceania;Pagano (68);5
2000;Oceania;Sarpi (69);8
2000;Oceania;Villapizzone - Cagnola - Boldinasco (71);2
2000;Oceania;Maggiore - Musocco - Certosa (72);1
2000;Oceania;Quarto Oggiaro - Vialba - Musocco (76);2
2000;Oceania;Dergano (79);3
2000;Oceania;Bruzzano (83);2
2000;Apolidi;Duomo (1);5
2000;Apolidi;Brera (2);1
2000;Apolidi;Guastalla (4);2
2000;Apolidi;Porta Vigentina - Porta Lodovica (5);1
2000;Apolidi;Porta Ticinese - Conca del Naviglio (6);2
2000;Apolidi;Porta Garibaldi - Porta Nuova (9);1
2000;Apolidi;Stazione Centrale - Ponte Seveso (10);1
2000;Apolidi;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1
2000;Apolidi;Padova - Turro - Crescenzago (19);1
2000;Apolidi;Loreto - Casoretto - NoLo (20);1
2000;Apolidi;Buenos Aires - Porta Venezia - Porta Monforte (21);8
2000;Apolidi;XXII Marzo (26);2
2000;Apolidi;Giambellino (49);1
2000;Apolidi;Porta Magenta (51);2
2000;Apolidi;Forze Armate (56);1
2000;Apolidi;San Siro (57);1
2000;Apolidi;Sarpi (69);3
2000;Apolidi;Quarto Oggiaro - Vialba - Musocco (76);1
2001;n.d.;Brera (2);2
2001;n.d.;Buenos Aires - Porta Venezia - Porta Monforte (21);1
2001;Europa (Italia esclusa);Duomo (1);924
2001;Europa (Italia esclusa);Brera (2);985
2001;Europa (Italia esclusa);Giardini P.ta Venezia (3);9
2001;Europa (Italia esclusa);Guastalla (4);750
2001;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);388
2001;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);599
2001;Europa (Italia esclusa);Magenta - S.Vittore (7);824
2001;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);200
2001;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);762
2001;Europa (Italia esclusa);Isola (11);494
2001;Europa (Italia esclusa);Maciachini - Maggiolina (12);645
2001;Europa (Italia esclusa);Greco - Segnano (13);245
2001;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);288
2001;Europa (Italia esclusa);Bicocca (15);75
2001;Europa (Italia esclusa);Gorla - Precotto (16);393
2001;Europa (Italia esclusa);Adriano (17);169
2001;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);328
2001;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);727
2001;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1232
2001;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2209
2001;Europa (Italia esclusa);Citta' studi (22);1132
2001;Europa (Italia esclusa);Lambrate - Ortica (23);148
2001;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);14
2001;Europa (Italia esclusa);Corsica (25);504
2001;Europa (Italia esclusa);XXII Marzo (26);875
2001;Europa (Italia esclusa);Pta Romana (27);447
2001;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);383
2001;Europa (Italia esclusa);Ortomercato (29);67
2001;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);182
2001;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);87
2001;Europa (Italia esclusa);Triulzo Superiore (32);55
2001;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);84
2001;Europa (Italia esclusa);Chiaravalle (34);4
2001;Europa (Italia esclusa);Lodi - Corvetto (35);566
2001;Europa (Italia esclusa);Scalo Romana (36);205
2001;Europa (Italia esclusa);Morivione (37);56
2001;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);184
2001;Europa (Italia esclusa);Quintosole (39);16
2001;Europa (Italia esclusa);Ronchetto delle Rane (40);4
2001;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);96
2001;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);375
2001;Europa (Italia esclusa);Tibaldi (43);208
2001;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);457
2001;Europa (Italia esclusa);Moncucco - San Cristoforo (45);225
2001;Europa (Italia esclusa);Barona (46);72
2001;Europa (Italia esclusa);Cantalupa (47);5
2001;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);196
2001;Europa (Italia esclusa);Giambellino (49);452
2001;Europa (Italia esclusa);Porta Genova (50);408
2001;Europa (Italia esclusa);Porta Magenta (51);862
2001;Europa (Italia esclusa);Bande Nere (52);826
2001;Europa (Italia esclusa);Lorenteggio (53);159
2001;Europa (Italia esclusa);Muggiano (54);10
2001;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);201
2001;Europa (Italia esclusa);Forze Armate (56);254
2001;Europa (Italia esclusa);San Siro (57);630
2001;Europa (Italia esclusa);De Angeli - Monte Rosa (58);846
2001;Europa (Italia esclusa);Tre Torri (59);90
2001;Europa (Italia esclusa);Stadio - Ippodromi (60);1056
2001;Europa (Italia esclusa);Quarto Cagnino (61);50
2001;Europa (Italia esclusa);Quinto Romano (62);45
2001;Europa (Italia esclusa);Figino (63);16
2001;Europa (Italia esclusa);Trenno (64);17
2001;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);301
2001;Europa (Italia esclusa);QT 8 (66);90
2001;Europa (Italia esclusa);Portello (67);228
2001;Europa (Italia esclusa);Pagano (68);713
2001;Europa (Italia esclusa);Sarpi (69);898
2001;Europa (Italia esclusa);Ghisolfa (70);376
2001;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);575
2001;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);57
2001;Europa (Italia esclusa);Roserio (74);4
2001;Europa (Italia esclusa);Stephenson (75);11
2001;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);291
2001;Europa (Italia esclusa);Bovisa (77);278
2001;Europa (Italia esclusa);Farini (78);84
2001;Europa (Italia esclusa);Dergano (79);304
2001;Europa (Italia esclusa);Affori (80);304
2001;Europa (Italia esclusa);Bovisasca (81);59
2001;Europa (Italia esclusa);Comasina (82);144
2001;Europa (Italia esclusa);Bruzzano (83);139
2001;Europa (Italia esclusa);Parco Nord (84);2
2001;Europa (Italia esclusa);Parco delle Abbazie (85);50
2001;Europa (Italia esclusa);Parco dei Navigli (86);35
2001;Europa (Italia esclusa);Assiano (87);71
2001;Europa (Italia esclusa);Parco Bosco in citta' (88);43
2001;Asia;Duomo (1);808
2001;Asia;Brera (2);662
2001;Asia;Giardini P.ta Venezia (3);8
2001;Asia;Guastalla (4);773
2001;Asia;Porta Vigentina - Porta Lodovica (5);459
2001;Asia;Porta Ticinese - Conca del Naviglio (6);970
2001;Asia;Magenta - S.Vittore (7);658
2001;Asia;Porta Garibaldi - Porta Nuova (9);336
2001;Asia;Stazione Centrale - Ponte Seveso (10);1383
2001;Asia;Isola (11);1340
2001;Asia;Maciachini - Maggiolina (12);1079
2001;Asia;Greco - Segnano (13);666
2001;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);356
2001;Asia;Bicocca (15);85
2001;Asia;Gorla - Precotto (16);876
2001;Asia;Adriano (17);357
2001;Asia;Cimiano - Rottole - Q.re Feltre (18);612
2001;Asia;Padova - Turro - Crescenzago (19);1739
2001;Asia;Loreto - Casoretto - NoLo (20);3072
2001;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);2713
2001;Asia;Citta' studi (22);1474
2001;Asia;Lambrate - Ortica (23);489
2001;Asia;Parco Forlanini - Cavriano (24);18
2001;Asia;Corsica (25);634
2001;Asia;XXII Marzo (26);969
2001;Asia;Pta Romana (27);743
2001;Asia;Umbria - Molise - Calvairate (28);979
2001;Asia;Ortomercato (29);168
2001;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);243
2001;Asia;Monlue' - Ponte Lambro (31);100
2001;Asia;Triulzo Superiore (32);92
2001;Asia;Rogoredo - Santa Giulia (33);100
2001;Asia;Chiaravalle (34);5
2001;Asia;Lodi - Corvetto (35);1155
2001;Asia;Scalo Romana (36);644
2001;Asia;Morivione (37);215
2001;Asia;Vigentino - Q.re Fatima (38);290
2001;Asia;Quintosole (39);11
2001;Asia;Ronchetto delle Rane (40);5
2001;Asia;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);94
2001;Asia;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);732
2001;Asia;Tibaldi (43);468
2001;Asia;Porta Ticinese - Conchetta (44);657
2001;Asia;Moncucco - San Cristoforo (45);300
2001;Asia;Barona (46);56
2001;Asia;Cantalupa (47);30
2001;Asia;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);185
2001;Asia;Giambellino (49);995
2001;Asia;Porta Genova (50);438
2001;Asia;Porta Magenta (51);783
2001;Asia;Bande Nere (52);1980
2001;Asia;Lorenteggio (53);298
2001;Asia;Muggiano (54);6
2001;Asia;Baggio - Q.re degli Olmi - Q.re Valsesia (55);553
2001;Asia;Forze Armate (56);522
2001;Asia;San Siro (57);1092
2001;Asia;De Angeli - Monte Rosa (58);728
2001;Asia;Tre Torri (59);51
2001;Asia;Stadio - Ippodromi (60);363
2001;Asia;Quarto Cagnino (61);163
2001;Asia;Quinto Romano (62);49
2001;Asia;Figino (63);14
2001;Asia;Trenno (64);24
2001;Asia;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);276
2001;Asia;QT 8 (66);77
2001;Asia;Portello (67);259
2001;Asia;Pagano (68);626
2001;Asia;Sarpi (69);2226
2001;Asia;Ghisolfa (70);893
2001;Asia;Villapizzone - Cagnola - Boldinasco (71);1540
2001;Asia;Maggiore - Musocco - Certosa (72);75
2001;Asia;Cascina Merlata (73);1
2001;Asia;Stephenson (75);1
2001;Asia;Quarto Oggiaro - Vialba - Musocco (76);485
2001;Asia;Bovisa (77);731
2001;Asia;Farini (78);200
2001;Asia;Dergano (79);1108
2001;Asia;Affori (80);839
2001;Asia;Bovisasca (81);82
2001;Asia;Comasina (82);137
2001;Asia;Bruzzano (83);198
2001;Asia;Parco Nord (84);43
2001;Asia;Parco delle Abbazie (85);1
2001;Asia;Parco Bosco in citta' (88);4
2001;Africa;Duomo (1);273
2001;Africa;Brera (2);283
2001;Africa;Giardini P.ta Venezia (3);2
2001;Africa;Guastalla (4);249
2001;Africa;Porta Vigentina - Porta Lodovica (5);309
2001;Africa;Porta Ticinese - Conca del Naviglio (6);653
2001;Africa;Magenta - S.Vittore (7);152
2001;Africa;Porta Garibaldi - Porta Nuova (9);150
2001;Africa;Stazione Centrale - Ponte Seveso (10);404
2001;Africa;Isola (11);911
2001;Africa;Maciachini - Maggiolina (12);364
2001;Africa;Greco - Segnano (13);302
2001;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);582
2001;Africa;Bicocca (15);150
2001;Africa;Gorla - Precotto (16);500
2001;Africa;Adriano (17);152
2001;Africa;Cimiano - Rottole - Q.re Feltre (18);260
2001;Africa;Padova - Turro - Crescenzago (19);922
2001;Africa;Loreto - Casoretto - NoLo (20);2227
2001;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);1331
2001;Africa;Citta' studi (22);882
2001;Africa;Lambrate - Ortica (23);352
2001;Africa;Parco Forlanini - Cavriano (24);154
2001;Africa;Corsica (25);272
2001;Africa;XXII Marzo (26);549
2001;Africa;Pta Romana (27);410
2001;Africa;Umbria - Molise - Calvairate (28);1113
2001;Africa;Ortomercato (29);192
2001;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);297
2001;Africa;Monlue' - Ponte Lambro (31);431
2001;Africa;Triulzo Superiore (32);235
2001;Africa;Rogoredo - Santa Giulia (33);177
2001;Africa;Chiaravalle (34);35
2001;Africa;Lodi - Corvetto (35);1351
2001;Africa;Scalo Romana (36);810
2001;Africa;Morivione (37);151
2001;Africa;Vigentino - Q.re Fatima (38);136
2001;Africa;Quintosole (39);10
2001;Africa;Ronchetto delle Rane (40);2
2001;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);354
2001;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);734
2001;Africa;Tibaldi (43);518
2001;Africa;Porta Ticinese - Conchetta (44);431
2001;Africa;Moncucco - San Cristoforo (45);351
2001;Africa;Barona (46);338
2001;Africa;Cantalupa (47);11
2001;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);219
2001;Africa;Giambellino (49);1202
2001;Africa;Porta Genova (50);256
2001;Africa;Porta Magenta (51);212
2001;Africa;Bande Nere (52);725
2001;Africa;Lorenteggio (53);190
2001;Africa;Muggiano (54);23
2001;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);515
2001;Africa;Forze Armate (56);524
2001;Africa;San Siro (57);1856
2001;Africa;De Angeli - Monte Rosa (58);275
2001;Africa;Tre Torri (59);10
2001;Africa;Stadio - Ippodromi (60);140
2001;Africa;Quarto Cagnino (61);135
2001;Africa;Quinto Romano (62);65
