"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2012";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";2768
"2012";"Villapizzone - Cagnola - Boldinasco (71)";"America";2488
"2012";"Villapizzone - Cagnola - Boldinasco (71)";"Oceania";1
"2012";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";143
"2012";"Maggiore - Musocco - Certosa (72)";"Asia";174
"2012";"Maggiore - Musocco - Certosa (72)";"Africa";167
"2012";"Maggiore - Musocco - Certosa (72)";"America";260
"2012";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2012";"Cascina Merlata (73)";"Europa (Italia esclusa)";16
"2012";"Cascina Merlata (73)";"Asia";13
"2012";"Cascina Merlata (73)";"Africa";9
"2012";"Cascina Merlata (73)";"America";7
"2012";"Roserio (74)";"Europa (Italia esclusa)";4
"2012";"Roserio (74)";"Asia";29
"2012";"Roserio (74)";"Africa";1
"2012";"Roserio (74)";"America";11
"2012";"Stephenson (75)";"Asia";8
"2012";"Stephenson (75)";"America";4
"2012";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";983
"2012";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";2878
"2012";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";1979
"2012";"Quarto Oggiaro - Vialba - Musocco (76)";"America";1140
"2012";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";1
"2012";"Bovisa (77)";"Europa (Italia esclusa)";631
"2012";"Bovisa (77)";"Asia";1684
"2012";"Bovisa (77)";"Africa";1408
"2012";"Bovisa (77)";"America";776
"2012";"Bovisa (77)";"Oceania";1
"2012";"Farini (78)";"Europa (Italia esclusa)";170
"2012";"Farini (78)";"Asia";597
"2012";"Farini (78)";"Africa";472
"2012";"Farini (78)";"America";184
"2012";"Farini (78)";"Oceania";1
"2012";"Dergano (79)";"Europa (Italia esclusa)";883
"2012";"Dergano (79)";"Asia";3184
"2012";"Dergano (79)";"Africa";2091
"2012";"Dergano (79)";"America";1351
"2012";"Affori (80)";"Europa (Italia esclusa)";1077
"2012";"Affori (80)";"Asia";3233
"2012";"Affori (80)";"Africa";1478
"2012";"Affori (80)";"America";1185
"2012";"Affori (80)";"Oceania";1
"2012";"Bovisasca (81)";"Europa (Italia esclusa)";246
"2012";"Bovisasca (81)";"Asia";210
"2012";"Bovisasca (81)";"Africa";248
"2012";"Bovisasca (81)";"America";267
"2012";"Comasina (82)";"Europa (Italia esclusa)";516
"2012";"Comasina (82)";"Asia";1440
"2012";"Comasina (82)";"Africa";575
"2012";"Comasina (82)";"America";566
"2012";"Bruzzano (83)";"Europa (Italia esclusa)";552
"2012";"Bruzzano (83)";"Asia";527
"2012";"Bruzzano (83)";"Africa";556
"2012";"Bruzzano (83)";"America";582
"2012";"Parco Nord (84)";"Europa (Italia esclusa)";15
"2012";"Parco Nord (84)";"Asia";17
"2012";"Parco Nord (84)";"Africa";7
"2012";"Parco Nord (84)";"America";2
"2012";"Parco Nord (84)";"Oceania";1
"2012";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";209
"2012";"Parco delle Abbazie (85)";"Asia";5
"2012";"Parco delle Abbazie (85)";"Africa";11
"2012";"Parco delle Abbazie (85)";"America";7
"2012";"Parco delle Abbazie (85)";"Apolidi";1
"2012";"Parco dei Navigli (86)";"Europa (Italia esclusa)";36
"2012";"Parco dei Navigli (86)";"Asia";3
"2012";"Parco dei Navigli (86)";"Africa";7
"2012";"Parco dei Navigli (86)";"America";5
"2012";"Assiano (87)";"Europa (Italia esclusa)";24
"2012";"Assiano (87)";"Asia";2
"2012";"Assiano (87)";"America";4
"2012";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";166
"2012";"Parco Bosco in citta' (88)";"Asia";30
"2012";"Parco Bosco in citta' (88)";"Africa";35
"2012";"Parco Bosco in citta' (88)";"America";23
"2012";"Parco Bosco in citta' (88)";"Apolidi";1
"2013";"Duomo (1)";"Europa (Italia esclusa)";833
"2013";"Duomo (1)";"Asia";910
"2013";"Duomo (1)";"Africa";189
"2013";"Duomo (1)";"America";432
"2013";"Duomo (1)";"Oceania";10
"2013";"Brera (2)";"Europa (Italia esclusa)";1050
"2013";"Brera (2)";"Asia";842
"2013";"Brera (2)";"Africa";285
"2013";"Brera (2)";"America";418
"2013";"Brera (2)";"Oceania";14
"2013";"Brera (2)";"Apolidi";2
"2013";"Giardini P.ta Venezia (3)";"Asia";7
"2013";"Giardini P.ta Venezia (3)";"America";1
"2013";"Guastalla (4)";"Europa (Italia esclusa)";596
"2013";"Guastalla (4)";"Asia";948
"2013";"Guastalla (4)";"Africa";108
"2013";"Guastalla (4)";"America";388
"2013";"Guastalla (4)";"Oceania";7
"2013";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";524
"2013";"Porta Vigentina - Porta Lodovica (5)";"Asia";568
"2013";"Porta Vigentina - Porta Lodovica (5)";"Africa";302
"2013";"Porta Vigentina - Porta Lodovica (5)";"America";305
"2013";"Porta Vigentina - Porta Lodovica (5)";"Oceania";2
"2013";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";808
"2013";"Porta Ticinese - Conca del Naviglio (6)";"Asia";814
"2013";"Porta Ticinese - Conca del Naviglio (6)";"Africa";414
"2013";"Porta Ticinese - Conca del Naviglio (6)";"America";512
"2013";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";7
"2013";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";874
"2013";"Magenta - S.Vittore (7)";"Asia";764
"2013";"Magenta - S.Vittore (7)";"Africa";118
"2013";"Magenta - S.Vittore (7)";"America";347
"2013";"Magenta - S.Vittore (7)";"Oceania";5
"2013";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";197
"2013";"Porta Garibaldi - Porta Nuova (9)";"Asia";283
"2013";"Porta Garibaldi - Porta Nuova (9)";"Africa";74
"2013";"Porta Garibaldi - Porta Nuova (9)";"America";210
"2013";"Porta Garibaldi - Porta Nuova (9)";"Oceania";3
"2013";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";729
"2013";"Stazione Centrale - Ponte Seveso (10)";"Asia";2295
"2013";"Stazione Centrale - Ponte Seveso (10)";"Africa";574
"2013";"Stazione Centrale - Ponte Seveso (10)";"America";756
"2013";"Stazione Centrale - Ponte Seveso (10)";"Oceania";2
"2013";"Isola (11)";"Europa (Italia esclusa)";858
"2013";"Isola (11)";"Asia";1913
"2013";"Isola (11)";"Africa";912
"2013";"Isola (11)";"America";655
"2013";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";1010
"2013";"Maciachini - Maggiolina (12)";"Asia";2515
"2013";"Maciachini - Maggiolina (12)";"Africa";809
"2013";"Maciachini - Maggiolina (12)";"America";1067
"2013";"Maciachini - Maggiolina (12)";"Oceania";1
"2013";"Greco - Segnano (13)";"Europa (Italia esclusa)";562
"2013";"Greco - Segnano (13)";"Asia";1753
"2013";"Greco - Segnano (13)";"Africa";660
"2013";"Greco - Segnano (13)";"America";749
"2013";"Greco - Segnano (13)";"Oceania";2
"2013";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";1186
"2013";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";1331
"2013";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";1416
"2013";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";1227
"2013";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";1
"2013";"Bicocca (15)";"Europa (Italia esclusa)";245
"2013";"Bicocca (15)";"Asia";396
"2013";"Bicocca (15)";"Africa";350
"2013";"Bicocca (15)";"America";274
"2013";"Bicocca (15)";"Oceania";1
"2013";"Gorla - Precotto (16)";"Europa (Italia esclusa)";1243
"2013";"Gorla - Precotto (16)";"Asia";2695
"2013";"Gorla - Precotto (16)";"Africa";1010
"2013";"Gorla - Precotto (16)";"America";1556
"2013";"Gorla - Precotto (16)";"Oceania";3
"2013";"Adriano (17)";"Europa (Italia esclusa)";618
"2013";"Adriano (17)";"Asia";1150
"2013";"Adriano (17)";"Africa";754
"2013";"Adriano (17)";"America";613
"2013";"Adriano (17)";"Oceania";1
"2013";"Adriano (17)";"Apolidi";1
"2013";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";712
"2013";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";970
"2013";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";496
"2013";"Cimiano - Rottole - Q.re Feltre (18)";"America";886
"2013";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";1821
"2013";"Padova - Turro - Crescenzago (19)";"Asia";5021
"2013";"Padova - Turro - Crescenzago (19)";"Africa";2884
"2013";"Padova - Turro - Crescenzago (19)";"America";2553
"2013";"Padova - Turro - Crescenzago (19)";"Oceania";1
"2013";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1929
"2013";"Loreto - Casoretto - NoLo (20)";"Asia";7010
"2013";"Loreto - Casoretto - NoLo (20)";"Africa";4016
"2013";"Loreto - Casoretto - NoLo (20)";"America";2747
"2013";"Loreto - Casoretto - NoLo (20)";"Oceania";6
"2013";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2551
"2013";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";3325
"2013";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";1030
"2013";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1480
"2013";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";15
"2013";"Citta' studi (22)";"Europa (Italia esclusa)";1516
"2013";"Citta' studi (22)";"Asia";2018
"2013";"Citta' studi (22)";"Africa";915
"2013";"Citta' studi (22)";"America";1465
"2013";"Citta' studi (22)";"Oceania";3
"2013";"Citta' studi (22)";"Apolidi";2
"2013";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";422
"2013";"Lambrate - Ortica (23)";"Asia";826
"2013";"Lambrate - Ortica (23)";"Africa";486
"2013";"Lambrate - Ortica (23)";"America";455
"2013";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";94
"2013";"Parco Forlanini - Cavriano (24)";"Asia";59
"2013";"Parco Forlanini - Cavriano (24)";"Africa";97
"2013";"Parco Forlanini - Cavriano (24)";"America";59
"2013";"Corsica (25)";"Europa (Italia esclusa)";730
"2013";"Corsica (25)";"Asia";1216
"2013";"Corsica (25)";"Africa";303
"2013";"Corsica (25)";"America";693
"2013";"Corsica (25)";"Oceania";2
"2013";"XXII Marzo (26)";"Europa (Italia esclusa)";1023
"2013";"XXII Marzo (26)";"Asia";1118
"2013";"XXII Marzo (26)";"Africa";393
"2013";"XXII Marzo (26)";"America";665
"2013";"XXII Marzo (26)";"Oceania";11
"2013";"Pta Romana (27)";"Europa (Italia esclusa)";636
"2013";"Pta Romana (27)";"Asia";740
"2013";"Pta Romana (27)";"Africa";211
"2013";"Pta Romana (27)";"America";405
"2013";"Pta Romana (27)";"Oceania";2
"2013";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";880
"2013";"Umbria - Molise - Calvairate (28)";"Asia";1575
"2013";"Umbria - Molise - Calvairate (28)";"Africa";1425
"2013";"Umbria - Molise - Calvairate (28)";"America";834
"2013";"Umbria - Molise - Calvairate (28)";"Oceania";2
"2013";"Ortomercato (29)";"Europa (Italia esclusa)";214
"2013";"Ortomercato (29)";"Asia";463
"2013";"Ortomercato (29)";"Africa";568
"2013";"Ortomercato (29)";"America";296
"2013";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";700
"2013";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";714
"2013";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";595
"2013";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";872
"2013";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";7
"2013";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";283
"2013";"Monlue' - Ponte Lambro (31)";"Asia";374
"2013";"Monlue' - Ponte Lambro (31)";"Africa";617
"2013";"Monlue' - Ponte Lambro (31)";"America";544
"2013";"Triulzo Superiore (32)";"Europa (Italia esclusa)";151
"2013";"Triulzo Superiore (32)";"Asia";333
"2013";"Triulzo Superiore (32)";"Africa";336
"2013";"Triulzo Superiore (32)";"America";215
"2013";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";368
"2013";"Rogoredo - Santa Giulia (33)";"Asia";490
"2013";"Rogoredo - Santa Giulia (33)";"Africa";370
"2013";"Rogoredo - Santa Giulia (33)";"America";489
"2013";"Rogoredo - Santa Giulia (33)";"Oceania";1
"2013";"Chiaravalle (34)";"Europa (Italia esclusa)";28
"2013";"Chiaravalle (34)";"Asia";60
"2013";"Chiaravalle (34)";"Africa";35
"2013";"Chiaravalle (34)";"America";29
"2013";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";1665
"2013";"Lodi - Corvetto (35)";"Asia";3012
"2013";"Lodi - Corvetto (35)";"Africa";2679
"2013";"Lodi - Corvetto (35)";"America";1981
"2013";"Lodi - Corvetto (35)";"Oceania";1
"2013";"Lodi - Corvetto (35)";"Apolidi";3
"2013";"Scalo Romana (36)";"Europa (Italia esclusa)";424
"2013";"Scalo Romana (36)";"Asia";1529
"2013";"Scalo Romana (36)";"Africa";1314
"2013";"Scalo Romana (36)";"America";716
"2013";"Morivione (37)";"Europa (Italia esclusa)";231
"2013";"Morivione (37)";"Asia";603
"2013";"Morivione (37)";"Africa";244
"2013";"Morivione (37)";"America";295
"2013";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";462
"2013";"Vigentino - Q.re Fatima (38)";"Asia";559
"2013";"Vigentino - Q.re Fatima (38)";"Africa";274
"2013";"Vigentino - Q.re Fatima (38)";"America";411
"2013";"Vigentino - Q.re Fatima (38)";"Oceania";1
"2013";"Quintosole (39)";"Europa (Italia esclusa)";65
"2013";"Quintosole (39)";"Asia";21
"2013";"Quintosole (39)";"Africa";47
"2013";"Quintosole (39)";"America";2
"2013";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";11
"2013";"Ronchetto delle Rane (40)";"Asia";36
"2013";"Ronchetto delle Rane (40)";"Africa";55
"2013";"Ronchetto delle Rane (40)";"America";30
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";457
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";766
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";959
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";468
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Oceania";1
"2013";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Apolidi";1
"2013";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";1131
"2013";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";2216
"2013";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";1523
"2013";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";1186
"2013";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";3
"2013";"Tibaldi (43)";"Europa (Italia esclusa)";414
"2013";"Tibaldi (43)";"Asia";667
"2013";"Tibaldi (43)";"Africa";557
"2013";"Tibaldi (43)";"America";452
"2013";"Tibaldi (43)";"Oceania";2
"2013";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";651
"2013";"Porta Ticinese - Conchetta (44)";"Asia";712
"2013";"Porta Ticinese - Conchetta (44)";"Africa";511
"2013";"Porta Ticinese - Conchetta (44)";"America";638
"2013";"Porta Ticinese - Conchetta (44)";"Oceania";4
"2013";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";538
"2013";"Moncucco - San Cristoforo (45)";"Asia";596
"2013";"Moncucco - San Cristoforo (45)";"Africa";798
"2013";"Moncucco - San Cristoforo (45)";"America";494
"2013";"Moncucco - San Cristoforo (45)";"Oceania";2
"2013";"Barona (46)";"Europa (Italia esclusa)";336
"2013";"Barona (46)";"Asia";495
"2013";"Barona (46)";"Africa";940
"2013";"Barona (46)";"America";366
"2013";"Cantalupa (47)";"Europa (Italia esclusa)";20
"2013";"Cantalupa (47)";"Asia";14
"2013";"Cantalupa (47)";"Africa";22
"2013";"Cantalupa (47)";"America";15
"2013";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";368
"2013";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";447
"2013";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";534
"2013";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";524
"2013";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Oceania";1
"2013";"Giambellino (49)";"Europa (Italia esclusa)";1355
"2013";"Giambellino (49)";"Asia";2611
"2013";"Giambellino (49)";"Africa";2760
"2013";"Giambellino (49)";"America";1450
"2013";"Giambellino (49)";"Oceania";3
"2013";"Giambellino (49)";"Apolidi";1
"2013";"Porta Genova (50)";"Europa (Italia esclusa)";527
"2013";"Porta Genova (50)";"Asia";474
"2013";"Porta Genova (50)";"Africa";150
"2013";"Porta Genova (50)";"America";276
"2013";"Porta Genova (50)";"Oceania";4
"2013";"Porta Magenta (51)";"Europa (Italia esclusa)";1096
"2013";"Porta Magenta (51)";"Asia";1014
"2013";"Porta Magenta (51)";"Africa";180
"2013";"Porta Magenta (51)";"America";616
"2013";"Porta Magenta (51)";"Oceania";7
"2013";"Bande Nere (52)";"Europa (Italia esclusa)";1491
"2013";"Bande Nere (52)";"Asia";2858
"2013";"Bande Nere (52)";"Africa";841
"2013";"Bande Nere (52)";"America";1483
"2013";"Bande Nere (52)";"Oceania";4
"2013";"Bande Nere (52)";"Apolidi";1
"2013";"Lorenteggio (53)";"Europa (Italia esclusa)";443
"2013";"Lorenteggio (53)";"Asia";526
"2013";"Lorenteggio (53)";"Africa";566
"2013";"Lorenteggio (53)";"America";355
"2013";"Lorenteggio (53)";"Oceania";3
"2013";"Muggiano (54)";"Europa (Italia esclusa)";54
"2013";"Muggiano (54)";"Asia";38
"2013";"Muggiano (54)";"Africa";47
"2013";"Muggiano (54)";"America";55
"2013";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";917
"2013";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";1597
"2013";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";1032
"2013";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";1515
"2013";"Forze Armate (56)";"Europa (Italia esclusa)";696
"2013";"Forze Armate (56)";"Asia";1369
"2013";"Forze Armate (56)";"Africa";1000
"2013";"Forze Armate (56)";"America";974
"2013";"San Siro (57)";"Europa (Italia esclusa)";1275
"2013";"San Siro (57)";"Asia";2305
"2013";"San Siro (57)";"Africa";4265
"2013";"San Siro (57)";"America";1291
"2013";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";1077
"2013";"De Angeli - Monte Rosa (58)";"Asia";895
"2013";"De Angeli - Monte Rosa (58)";"Africa";193
"2013";"De Angeli - Monte Rosa (58)";"America";580
"2013";"De Angeli - Monte Rosa (58)";"Oceania";1
"2013";"Tre Torri (59)";"Europa (Italia esclusa)";95
"2013";"Tre Torri (59)";"Asia";46
"2013";"Tre Torri (59)";"Africa";14
"2013";"Tre Torri (59)";"America";37
"2013";"Tre Torri (59)";"Oceania";1
"2013";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";1110
"2013";"Stadio - Ippodromi (60)";"Asia";757
"2013";"Stadio - Ippodromi (60)";"Africa";286
"2013";"Stadio - Ippodromi (60)";"America";441
"2013";"Quarto Cagnino (61)";"Europa (Italia esclusa)";166
"2013";"Quarto Cagnino (61)";"Asia";284
"2013";"Quarto Cagnino (61)";"Africa";252
"2013";"Quarto Cagnino (61)";"America";224
"2013";"Quarto Cagnino (61)";"Oceania";1
"2013";"Quinto Romano (62)";"Europa (Italia esclusa)";107
"2013";"Quinto Romano (62)";"Asia";102
"2013";"Quinto Romano (62)";"Africa";133
"2013";"Quinto Romano (62)";"America";114
"2013";"Figino (63)";"Europa (Italia esclusa)";108
"2013";"Figino (63)";"Asia";87
"2013";"Figino (63)";"Africa";65
"2013";"Figino (63)";"America";43
"2013";"Trenno (64)";"Europa (Italia esclusa)";59
"2013";"Trenno (64)";"Asia";79
"2013";"Trenno (64)";"Africa";83
"2013";"Trenno (64)";"America";49
"2013";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";853
"2013";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";707
"2013";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";528
"2013";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";743
"2013";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";4
"2013";"QT 8 (66)";"Europa (Italia esclusa)";145
"2013";"QT 8 (66)";"Asia";146
"2013";"QT 8 (66)";"Africa";51
"2013";"QT 8 (66)";"America";79
"2013";"Portello (67)";"Europa (Italia esclusa)";265
"2013";"Portello (67)";"Asia";290
"2013";"Portello (67)";"Africa";64
"2013";"Portello (67)";"America";191
"2013";"Portello (67)";"Oceania";2
"2013";"Portello (67)";"Apolidi";1
"2013";"Pagano (68)";"Europa (Italia esclusa)";732
"2013";"Pagano (68)";"Asia";661
"2013";"Pagano (68)";"Africa";105
"2013";"Pagano (68)";"America";312
"2013";"Pagano (68)";"Oceania";7
"2013";"Sarpi (69)";"Europa (Italia esclusa)";1236
"2013";"Sarpi (69)";"Asia";3001
"2013";"Sarpi (69)";"Africa";377
"2013";"Sarpi (69)";"America";734
"2013";"Sarpi (69)";"Oceania";8
"2013";"Ghisolfa (70)";"Europa (Italia esclusa)";607
"2013";"Ghisolfa (70)";"Asia";1435
"2013";"Ghisolfa (70)";"Africa";433
"2013";"Ghisolfa (70)";"America";661
"2013";"Ghisolfa (70)";"Oceania";1
"2013";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";1823
"2013";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";5594
"2013";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";2785
"2013";"Villapizzone - Cagnola - Boldinasco (71)";"America";2518
"2013";"Villapizzone - Cagnola - Boldinasco (71)";"Oceania";1
"2013";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";157
"2013";"Maggiore - Musocco - Certosa (72)";"Asia";180
"2013";"Maggiore - Musocco - Certosa (72)";"Africa";167
"2013";"Maggiore - Musocco - Certosa (72)";"America";267
"2013";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2013";"Cascina Merlata (73)";"Europa (Italia esclusa)";25
"2013";"Cascina Merlata (73)";"Asia";7
"2013";"Cascina Merlata (73)";"Africa";23
"2013";"Cascina Merlata (73)";"America";11
"2013";"Roserio (74)";"Europa (Italia esclusa)";5
"2013";"Roserio (74)";"Asia";28
"2013";"Roserio (74)";"Africa";3
"2013";"Roserio (74)";"America";11
"2013";"Stephenson (75)";"Asia";8
"2013";"Stephenson (75)";"America";4
