"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2011";"Porta Genova (50)";"Asia";434
"2011";"Porta Genova (50)";"Africa";136
"2011";"Porta Genova (50)";"America";290
"2011";"Porta Genova (50)";"Oceania";3
"2011";"Porta Magenta (51)";"Europa (Italia esclusa)";1037
"2011";"Porta Magenta (51)";"Asia";1015
"2011";"Porta Magenta (51)";"Africa";183
"2011";"Porta Magenta (51)";"America";618
"2011";"Porta Magenta (51)";"Oceania";6
"2011";"Bande Nere (52)";"Europa (Italia esclusa)";1412
"2011";"Bande Nere (52)";"Asia";2506
"2011";"Bande Nere (52)";"Africa";723
"2011";"Bande Nere (52)";"America";1270
"2011";"Bande Nere (52)";"Oceania";3
"2011";"Bande Nere (52)";"Apolidi";1
"2011";"Lorenteggio (53)";"Europa (Italia esclusa)";389
"2011";"Lorenteggio (53)";"Asia";430
"2011";"Lorenteggio (53)";"Africa";499
"2011";"Lorenteggio (53)";"America";368
"2011";"Lorenteggio (53)";"Oceania";2
"2011";"Muggiano (54)";"Europa (Italia esclusa)";49
"2011";"Muggiano (54)";"Asia";31
"2011";"Muggiano (54)";"Africa";43
"2011";"Muggiano (54)";"America";47
"2011";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";820
"2011";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";1407
"2011";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";899
"2011";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";1419
"2011";"Forze Armate (56)";"Europa (Italia esclusa)";609
"2011";"Forze Armate (56)";"Asia";1117
"2011";"Forze Armate (56)";"Africa";933
"2011";"Forze Armate (56)";"America";872
"2011";"Forze Armate (56)";"Oceania";1
"2011";"Forze Armate (56)";"Apolidi";1
"2011";"San Siro (57)";"Europa (Italia esclusa)";1005
"2011";"San Siro (57)";"Asia";2021
"2011";"San Siro (57)";"Africa";3795
"2011";"San Siro (57)";"America";1174
"2011";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";1033
"2011";"De Angeli - Monte Rosa (58)";"Asia";819
"2011";"De Angeli - Monte Rosa (58)";"Africa";175
"2011";"De Angeli - Monte Rosa (58)";"America";508
"2011";"De Angeli - Monte Rosa (58)";"Oceania";1
"2011";"Tre Torri (59)";"Europa (Italia esclusa)";81
"2011";"Tre Torri (59)";"Asia";30
"2011";"Tre Torri (59)";"Africa";13
"2011";"Tre Torri (59)";"America";34
"2011";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";1135
"2011";"Stadio - Ippodromi (60)";"Asia";653
"2011";"Stadio - Ippodromi (60)";"Africa";233
"2011";"Stadio - Ippodromi (60)";"America";442
"2011";"Quarto Cagnino (61)";"Europa (Italia esclusa)";141
"2011";"Quarto Cagnino (61)";"Asia";233
"2011";"Quarto Cagnino (61)";"Africa";247
"2011";"Quarto Cagnino (61)";"America";200
"2011";"Quarto Cagnino (61)";"Oceania";1
"2011";"Quinto Romano (62)";"Europa (Italia esclusa)";102
"2011";"Quinto Romano (62)";"Asia";91
"2011";"Quinto Romano (62)";"Africa";122
"2011";"Quinto Romano (62)";"America";107
"2011";"Figino (63)";"Europa (Italia esclusa)";81
"2011";"Figino (63)";"Asia";59
"2011";"Figino (63)";"Africa";60
"2011";"Figino (63)";"America";38
"2011";"Trenno (64)";"Europa (Italia esclusa)";54
"2011";"Trenno (64)";"Asia";55
"2011";"Trenno (64)";"Africa";114
"2011";"Trenno (64)";"America";38
"2011";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";734
"2011";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";608
"2011";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";448
"2011";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";674
"2011";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";3
"2011";"QT 8 (66)";"Europa (Italia esclusa)";143
"2011";"QT 8 (66)";"Asia";138
"2011";"QT 8 (66)";"Africa";48
"2011";"QT 8 (66)";"America";77
"2011";"Portello (67)";"Europa (Italia esclusa)";240
"2011";"Portello (67)";"Asia";244
"2011";"Portello (67)";"Africa";57
"2011";"Portello (67)";"America";196
"2011";"Portello (67)";"Oceania";2
"2011";"Pagano (68)";"Europa (Italia esclusa)";750
"2011";"Pagano (68)";"Asia";617
"2011";"Pagano (68)";"Africa";115
"2011";"Pagano (68)";"America";344
"2011";"Pagano (68)";"Oceania";10
"2011";"Sarpi (69)";"Europa (Italia esclusa)";1116
"2011";"Sarpi (69)";"Asia";2707
"2011";"Sarpi (69)";"Africa";412
"2011";"Sarpi (69)";"America";695
"2011";"Sarpi (69)";"Oceania";6
"2011";"Ghisolfa (70)";"Europa (Italia esclusa)";522
"2011";"Ghisolfa (70)";"Asia";1192
"2011";"Ghisolfa (70)";"Africa";383
"2011";"Ghisolfa (70)";"America";613
"2011";"Ghisolfa (70)";"Apolidi";1
"2011";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";1608
"2011";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";4728
"2011";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";2502
"2011";"Villapizzone - Cagnola - Boldinasco (71)";"America";2295
"2011";"Villapizzone - Cagnola - Boldinasco (71)";"Oceania";1
"2011";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";151
"2011";"Maggiore - Musocco - Certosa (72)";"Asia";156
"2011";"Maggiore - Musocco - Certosa (72)";"Africa";150
"2011";"Maggiore - Musocco - Certosa (72)";"America";246
"2011";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2011";"Cascina Merlata (73)";"Europa (Italia esclusa)";10
"2011";"Cascina Merlata (73)";"Asia";10
"2011";"Cascina Merlata (73)";"Africa";7
"2011";"Cascina Merlata (73)";"America";6
"2011";"Roserio (74)";"Europa (Italia esclusa)";10
"2011";"Roserio (74)";"Asia";31
"2011";"Roserio (74)";"Africa";1
"2011";"Roserio (74)";"America";11
"2011";"Stephenson (75)";"Asia";9
"2011";"Stephenson (75)";"America";5
"2011";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";926
"2011";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";2591
"2011";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";1882
"2011";"Quarto Oggiaro - Vialba - Musocco (76)";"America";1019
"2011";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";1
"2011";"Bovisa (77)";"Europa (Italia esclusa)";584
"2011";"Bovisa (77)";"Asia";1475
"2011";"Bovisa (77)";"Africa";1244
"2011";"Bovisa (77)";"America";721
"2011";"Bovisa (77)";"Oceania";1
"2011";"Farini (78)";"Europa (Italia esclusa)";145
"2011";"Farini (78)";"Asia";527
"2011";"Farini (78)";"Africa";418
"2011";"Farini (78)";"America";181
"2011";"Farini (78)";"Oceania";1
"2011";"Dergano (79)";"Europa (Italia esclusa)";827
"2011";"Dergano (79)";"Asia";2858
"2011";"Dergano (79)";"Africa";1825
"2011";"Dergano (79)";"America";1241
"2011";"Affori (80)";"Europa (Italia esclusa)";976
"2011";"Affori (80)";"Asia";2844
"2011";"Affori (80)";"Africa";1318
"2011";"Affori (80)";"America";1137
"2011";"Affori (80)";"Oceania";1
"2011";"Bovisasca (81)";"Europa (Italia esclusa)";222
"2011";"Bovisasca (81)";"Asia";188
"2011";"Bovisasca (81)";"Africa";239
"2011";"Bovisasca (81)";"America";234
"2011";"Comasina (82)";"Europa (Italia esclusa)";486
"2011";"Comasina (82)";"Asia";1222
"2011";"Comasina (82)";"Africa";512
"2011";"Comasina (82)";"America";528
"2011";"Bruzzano (83)";"Europa (Italia esclusa)";519
"2011";"Bruzzano (83)";"Asia";490
"2011";"Bruzzano (83)";"Africa";500
"2011";"Bruzzano (83)";"America";529
"2011";"Bruzzano (83)";"Apolidi";1
"2011";"Parco Nord (84)";"Europa (Italia esclusa)";16
"2011";"Parco Nord (84)";"Asia";15
"2011";"Parco Nord (84)";"Africa";7
"2011";"Parco Nord (84)";"America";2
"2011";"Parco Nord (84)";"Oceania";1
"2011";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";189
"2011";"Parco delle Abbazie (85)";"Asia";5
"2011";"Parco delle Abbazie (85)";"Africa";11
"2011";"Parco delle Abbazie (85)";"America";5
"2011";"Parco dei Navigli (86)";"Europa (Italia esclusa)";34
"2011";"Parco dei Navigli (86)";"Africa";5
"2011";"Parco dei Navigli (86)";"America";5
"2011";"Assiano (87)";"Europa (Italia esclusa)";22
"2011";"Assiano (87)";"Asia";1
"2011";"Assiano (87)";"America";4
"2011";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";181
"2011";"Parco Bosco in citta' (88)";"Asia";42
"2011";"Parco Bosco in citta' (88)";"Africa";107
"2011";"Parco Bosco in citta' (88)";"America";16
"2011";"Parco Bosco in citta' (88)";"Apolidi";1
"2012";"Duomo (1)";"Europa (Italia esclusa)";923
"2012";"Duomo (1)";"Asia";932
"2012";"Duomo (1)";"Africa";214
"2012";"Duomo (1)";"America";478
"2012";"Duomo (1)";"Oceania";10
"2012";"Brera (2)";"Europa (Italia esclusa)";1110
"2012";"Brera (2)";"Asia";871
"2012";"Brera (2)";"Africa";235
"2012";"Brera (2)";"America";431
"2012";"Brera (2)";"Oceania";17
"2012";"Brera (2)";"Apolidi";2
"2012";"Giardini P.ta Venezia (3)";"Europa (Italia esclusa)";1
"2012";"Giardini P.ta Venezia (3)";"Asia";9
"2012";"Giardini P.ta Venezia (3)";"America";2
"2012";"Guastalla (4)";"Europa (Italia esclusa)";692
"2012";"Guastalla (4)";"Asia";958
"2012";"Guastalla (4)";"Africa";120
"2012";"Guastalla (4)";"America";417
"2012";"Guastalla (4)";"Oceania";6
"2012";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";553
"2012";"Porta Vigentina - Porta Lodovica (5)";"Asia";571
"2012";"Porta Vigentina - Porta Lodovica (5)";"Africa";319
"2012";"Porta Vigentina - Porta Lodovica (5)";"America";311
"2012";"Porta Vigentina - Porta Lodovica (5)";"Oceania";4
"2012";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";816
"2012";"Porta Ticinese - Conca del Naviglio (6)";"Asia";816
"2012";"Porta Ticinese - Conca del Naviglio (6)";"Africa";436
"2012";"Porta Ticinese - Conca del Naviglio (6)";"America";513
"2012";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";5
"2012";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";965
"2012";"Magenta - S.Vittore (7)";"Asia";808
"2012";"Magenta - S.Vittore (7)";"Africa";134
"2012";"Magenta - S.Vittore (7)";"America";374
"2012";"Magenta - S.Vittore (7)";"Oceania";6
"2012";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";218
"2012";"Porta Garibaldi - Porta Nuova (9)";"Asia";274
"2012";"Porta Garibaldi - Porta Nuova (9)";"Africa";81
"2012";"Porta Garibaldi - Porta Nuova (9)";"America";228
"2012";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";794
"2012";"Stazione Centrale - Ponte Seveso (10)";"Asia";2269
"2012";"Stazione Centrale - Ponte Seveso (10)";"Africa";608
"2012";"Stazione Centrale - Ponte Seveso (10)";"America";796
"2012";"Stazione Centrale - Ponte Seveso (10)";"Oceania";3
"2012";"Isola (11)";"Europa (Italia esclusa)";937
"2012";"Isola (11)";"Asia";1836
"2012";"Isola (11)";"Africa";930
"2012";"Isola (11)";"America";729
"2012";"Isola (11)";"Oceania";1
"2012";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";1043
"2012";"Maciachini - Maggiolina (12)";"Asia";2461
"2012";"Maciachini - Maggiolina (12)";"Africa";779
"2012";"Maciachini - Maggiolina (12)";"America";1090
"2012";"Greco - Segnano (13)";"Europa (Italia esclusa)";613
"2012";"Greco - Segnano (13)";"Asia";1635
"2012";"Greco - Segnano (13)";"Africa";651
"2012";"Greco - Segnano (13)";"America";739
"2012";"Greco - Segnano (13)";"Oceania";2
"2012";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";1100
"2012";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";1191
"2012";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";1403
"2012";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";1133
"2012";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";2
"2012";"Bicocca (15)";"Europa (Italia esclusa)";239
"2012";"Bicocca (15)";"Asia";354
"2012";"Bicocca (15)";"Africa";366
"2012";"Bicocca (15)";"America";262
"2012";"Bicocca (15)";"Oceania";1
"2012";"Gorla - Precotto (16)";"Europa (Italia esclusa)";1267
"2012";"Gorla - Precotto (16)";"Asia";2576
"2012";"Gorla - Precotto (16)";"Africa";986
"2012";"Gorla - Precotto (16)";"America";1563
"2012";"Gorla - Precotto (16)";"Oceania";2
"2012";"Adriano (17)";"Europa (Italia esclusa)";679
"2012";"Adriano (17)";"Asia";1110
"2012";"Adriano (17)";"Africa";678
"2012";"Adriano (17)";"America";615
"2012";"Adriano (17)";"Oceania";1
"2012";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";733
"2012";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";965
"2012";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";522
"2012";"Cimiano - Rottole - Q.re Feltre (18)";"America";881
"2012";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";1842
"2012";"Padova - Turro - Crescenzago (19)";"Asia";4820
"2012";"Padova - Turro - Crescenzago (19)";"Africa";2819
"2012";"Padova - Turro - Crescenzago (19)";"America";2530
"2012";"Padova - Turro - Crescenzago (19)";"Oceania";1
"2012";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";2000
"2012";"Loreto - Casoretto - NoLo (20)";"Asia";6724
"2012";"Loreto - Casoretto - NoLo (20)";"Africa";3967
"2012";"Loreto - Casoretto - NoLo (20)";"America";2746
"2012";"Loreto - Casoretto - NoLo (20)";"Oceania";7
"2012";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2651
"2012";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";3309
"2012";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";1077
"2012";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1532
"2012";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";14
"2012";"Citta' studi (22)";"Europa (Italia esclusa)";1565
"2012";"Citta' studi (22)";"Asia";1919
"2012";"Citta' studi (22)";"Africa";899
"2012";"Citta' studi (22)";"America";1470
"2012";"Citta' studi (22)";"Oceania";4
"2012";"Citta' studi (22)";"Apolidi";2
"2012";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";420
"2012";"Lambrate - Ortica (23)";"Asia";772
"2012";"Lambrate - Ortica (23)";"Africa";508
"2012";"Lambrate - Ortica (23)";"America";462
"2012";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";94
"2012";"Parco Forlanini - Cavriano (24)";"Asia";56
"2012";"Parco Forlanini - Cavriano (24)";"Africa";97
"2012";"Parco Forlanini - Cavriano (24)";"America";62
"2012";"Corsica (25)";"Europa (Italia esclusa)";772
"2012";"Corsica (25)";"Asia";1186
"2012";"Corsica (25)";"Africa";285
"2012";"Corsica (25)";"America";707
"2012";"Corsica (25)";"Oceania";2
"2012";"XXII Marzo (26)";"Europa (Italia esclusa)";1131
"2012";"XXII Marzo (26)";"Asia";1136
"2012";"XXII Marzo (26)";"Africa";390
"2012";"XXII Marzo (26)";"America";699
"2012";"XXII Marzo (26)";"Oceania";12
"2012";"Pta Romana (27)";"Europa (Italia esclusa)";688
"2012";"Pta Romana (27)";"Asia";751
"2012";"Pta Romana (27)";"Africa";231
"2012";"Pta Romana (27)";"America";413
"2012";"Pta Romana (27)";"Oceania";2
"2012";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";859
"2012";"Umbria - Molise - Calvairate (28)";"Asia";1493
"2012";"Umbria - Molise - Calvairate (28)";"Africa";1460
"2012";"Umbria - Molise - Calvairate (28)";"America";850
"2012";"Umbria - Molise - Calvairate (28)";"Oceania";2
"2012";"Ortomercato (29)";"Europa (Italia esclusa)";226
"2012";"Ortomercato (29)";"Asia";423
"2012";"Ortomercato (29)";"Africa";529
"2012";"Ortomercato (29)";"America";281
"2012";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";680
"2012";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";688
"2012";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";592
"2012";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";859
"2012";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";7
"2012";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";275
"2012";"Monlue' - Ponte Lambro (31)";"Asia";344
"2012";"Monlue' - Ponte Lambro (31)";"Africa";638
"2012";"Monlue' - Ponte Lambro (31)";"America";539
"2012";"Triulzo Superiore (32)";"Europa (Italia esclusa)";140
"2012";"Triulzo Superiore (32)";"Asia";307
"2012";"Triulzo Superiore (32)";"Africa";373
"2012";"Triulzo Superiore (32)";"America";222
"2012";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";367
"2012";"Rogoredo - Santa Giulia (33)";"Asia";400
"2012";"Rogoredo - Santa Giulia (33)";"Africa";377
"2012";"Rogoredo - Santa Giulia (33)";"America";474
"2012";"Rogoredo - Santa Giulia (33)";"Oceania";1
"2012";"Chiaravalle (34)";"Europa (Italia esclusa)";34
"2012";"Chiaravalle (34)";"Asia";68
"2012";"Chiaravalle (34)";"Africa";36
"2012";"Chiaravalle (34)";"America";29
"2012";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";1681
"2012";"Lodi - Corvetto (35)";"Asia";2867
"2012";"Lodi - Corvetto (35)";"Africa";2645
"2012";"Lodi - Corvetto (35)";"America";1843
"2012";"Lodi - Corvetto (35)";"Oceania";1
"2012";"Lodi - Corvetto (35)";"Apolidi";3
"2012";"Scalo Romana (36)";"Europa (Italia esclusa)";409
"2012";"Scalo Romana (36)";"Asia";1411
"2012";"Scalo Romana (36)";"Africa";1232
"2012";"Scalo Romana (36)";"America";711
"2012";"Morivione (37)";"Europa (Italia esclusa)";232
"2012";"Morivione (37)";"Asia";576
"2012";"Morivione (37)";"Africa";228
"2012";"Morivione (37)";"America";275
"2012";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";457
"2012";"Vigentino - Q.re Fatima (38)";"Asia";529
"2012";"Vigentino - Q.re Fatima (38)";"Africa";270
"2012";"Vigentino - Q.re Fatima (38)";"America";402
"2012";"Vigentino - Q.re Fatima (38)";"Oceania";1
"2012";"Quintosole (39)";"Europa (Italia esclusa)";61
"2012";"Quintosole (39)";"Asia";19
"2012";"Quintosole (39)";"Africa";38
"2012";"Quintosole (39)";"America";3
"2012";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";10
"2012";"Ronchetto delle Rane (40)";"Asia";32
"2012";"Ronchetto delle Rane (40)";"Africa";55
"2012";"Ronchetto delle Rane (40)";"America";30
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";454
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";753
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";941
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";455
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Oceania";1
"2012";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Apolidi";1
"2012";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";1086
"2012";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";2096
"2012";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";1466
"2012";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";1167
"2012";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";3
"2012";"Tibaldi (43)";"Europa (Italia esclusa)";455
"2012";"Tibaldi (43)";"Asia";614
"2012";"Tibaldi (43)";"Africa";541
"2012";"Tibaldi (43)";"America";462
"2012";"Tibaldi (43)";"Oceania";2
"2012";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";744
"2012";"Porta Ticinese - Conchetta (44)";"Asia";720
"2012";"Porta Ticinese - Conchetta (44)";"Africa";512
"2012";"Porta Ticinese - Conchetta (44)";"America";676
"2012";"Porta Ticinese - Conchetta (44)";"Oceania";4
"2012";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";580
"2012";"Moncucco - San Cristoforo (45)";"Asia";568
"2012";"Moncucco - San Cristoforo (45)";"Africa";777
"2012";"Moncucco - San Cristoforo (45)";"America";507
"2012";"Moncucco - San Cristoforo (45)";"Oceania";2
"2012";"Barona (46)";"Europa (Italia esclusa)";324
"2012";"Barona (46)";"Asia";445
"2012";"Barona (46)";"Africa";904
"2012";"Barona (46)";"America";364
"2012";"Cantalupa (47)";"Europa (Italia esclusa)";25
"2012";"Cantalupa (47)";"Asia";15
"2012";"Cantalupa (47)";"Africa";20
"2012";"Cantalupa (47)";"America";14
"2012";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";408
"2012";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";424
"2012";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";523
"2012";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";509
"2012";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Oceania";1
"2012";"Giambellino (49)";"Europa (Italia esclusa)";1287
"2012";"Giambellino (49)";"Asia";2479
"2012";"Giambellino (49)";"Africa";2697
"2012";"Giambellino (49)";"America";1442
"2012";"Giambellino (49)";"Oceania";2
"2012";"Giambellino (49)";"Apolidi";1
"2012";"Porta Genova (50)";"Europa (Italia esclusa)";519
"2012";"Porta Genova (50)";"Asia";477
"2012";"Porta Genova (50)";"Africa";143
"2012";"Porta Genova (50)";"America";276
"2012";"Porta Genova (50)";"Oceania";3
"2012";"Porta Magenta (51)";"Europa (Italia esclusa)";1129
"2012";"Porta Magenta (51)";"Asia";1045
"2012";"Porta Magenta (51)";"Africa";199
"2012";"Porta Magenta (51)";"America";654
"2012";"Porta Magenta (51)";"Oceania";5
"2012";"Bande Nere (52)";"Europa (Italia esclusa)";1544
"2012";"Bande Nere (52)";"Asia";2755
"2012";"Bande Nere (52)";"Africa";822
"2012";"Bande Nere (52)";"America";1426
"2012";"Bande Nere (52)";"Oceania";4
"2012";"Bande Nere (52)";"Apolidi";1
"2012";"Lorenteggio (53)";"Europa (Italia esclusa)";437
"2012";"Lorenteggio (53)";"Asia";484
"2012";"Lorenteggio (53)";"Africa";524
"2012";"Lorenteggio (53)";"America";372
"2012";"Lorenteggio (53)";"Oceania";2
"2012";"Muggiano (54)";"Europa (Italia esclusa)";61
"2012";"Muggiano (54)";"Asia";32
"2012";"Muggiano (54)";"Africa";52
"2012";"Muggiano (54)";"America";59
"2012";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";930
"2012";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";1583
"2012";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";1029
"2012";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";1526
"2012";"Forze Armate (56)";"Europa (Italia esclusa)";694
"2012";"Forze Armate (56)";"Asia";1268
"2012";"Forze Armate (56)";"Africa";1028
"2012";"Forze Armate (56)";"America";975
"2012";"Forze Armate (56)";"Oceania";1
"2012";"San Siro (57)";"Europa (Italia esclusa)";1189
"2012";"San Siro (57)";"Asia";2253
"2012";"San Siro (57)";"Africa";4061
"2012";"San Siro (57)";"America";1272
"2012";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";1113
"2012";"De Angeli - Monte Rosa (58)";"Asia";890
"2012";"De Angeli - Monte Rosa (58)";"Africa";201
"2012";"De Angeli - Monte Rosa (58)";"America";569
"2012";"De Angeli - Monte Rosa (58)";"Oceania";1
"2012";"Tre Torri (59)";"Europa (Italia esclusa)";84
"2012";"Tre Torri (59)";"Asia";33
"2012";"Tre Torri (59)";"Africa";14
"2012";"Tre Torri (59)";"America";34
"2012";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";1224
"2012";"Stadio - Ippodromi (60)";"Asia";746
"2012";"Stadio - Ippodromi (60)";"Africa";274
"2012";"Stadio - Ippodromi (60)";"America";452
"2012";"Quarto Cagnino (61)";"Europa (Italia esclusa)";162
"2012";"Quarto Cagnino (61)";"Asia";281
"2012";"Quarto Cagnino (61)";"Africa";266
"2012";"Quarto Cagnino (61)";"America";229
"2012";"Quarto Cagnino (61)";"Oceania";1
"2012";"Quinto Romano (62)";"Europa (Italia esclusa)";116
"2012";"Quinto Romano (62)";"Asia";95
"2012";"Quinto Romano (62)";"Africa";124
"2012";"Quinto Romano (62)";"America";113
"2012";"Figino (63)";"Europa (Italia esclusa)";103
"2012";"Figino (63)";"Asia";70
"2012";"Figino (63)";"Africa";57
"2012";"Figino (63)";"America";52
"2012";"Trenno (64)";"Europa (Italia esclusa)";62
"2012";"Trenno (64)";"Asia";82
"2012";"Trenno (64)";"Africa";108
"2012";"Trenno (64)";"America";48
"2012";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";823
"2012";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";680
"2012";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";524
"2012";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";725
"2012";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";4
"2012";"QT 8 (66)";"Europa (Italia esclusa)";155
"2012";"QT 8 (66)";"Asia";146
"2012";"QT 8 (66)";"Africa";48
"2012";"QT 8 (66)";"America";81
"2012";"Portello (67)";"Europa (Italia esclusa)";254
"2012";"Portello (67)";"Asia";264
"2012";"Portello (67)";"Africa";60
"2012";"Portello (67)";"America";204
"2012";"Portello (67)";"Oceania";2
"2012";"Portello (67)";"Apolidi";1
"2012";"Pagano (68)";"Europa (Italia esclusa)";786
"2012";"Pagano (68)";"Asia";632
"2012";"Pagano (68)";"Africa";115
"2012";"Pagano (68)";"America";346
"2012";"Pagano (68)";"Oceania";5
"2012";"Sarpi (69)";"Europa (Italia esclusa)";1245
"2012";"Sarpi (69)";"Asia";2978
"2012";"Sarpi (69)";"Africa";415
"2012";"Sarpi (69)";"America";737
"2012";"Sarpi (69)";"Oceania";7
"2012";"Ghisolfa (70)";"Europa (Italia esclusa)";569
"2012";"Ghisolfa (70)";"Asia";1337
"2012";"Ghisolfa (70)";"Africa";406
"2012";"Ghisolfa (70)";"America";660
"2012";"Ghisolfa (70)";"Oceania";1
"2012";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";1811
"2012";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";5321
