idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;CAP;MUNICIPIO;ID_NIL;NIL;Longitudine;Latitudine;Location
35098;GOBBI MARZIO ENRICO;Api-Ip;Stradale;IP;Piazza Udine 2 20132;MILANO;MI;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.23733942210674;45.4908561908767;(45.4908561908767,9.23733942210674)
27071;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;VIA RIZZOLI 20 MILANO;VIA RIZZOLI 20 20100;MILANO;MI;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.2532978951931;45.5066491678106;(45.5066491678106,9.2532978951931)
56902;AG FUELS S.A.S. DI AGRANI TOMMASO & C.;Agip Eni;Stradale;MILANO-PALMANOVA;CASCINA GOBBA 18 20132;MILANO;MI;20132;2;17;ADRIANO;9.263368;45.513713;(45.513713,9.263368)
47681;HYDRO CAR - S.R.L.;Socogas;Stradale;HYDRO CAR SRL;VIA CARLO AMORETTI  93 20157;MILANO;MI;20157;9;81;BOVISASCA;9.1481529164554;45.5210986331723;(45.5210986331723,9.1481529164554)
32264;X3CNG ITALIA S.R.L.;Pompe Bianche;Stradale;X3CNG ITALIA SRL - AMORETTI;VIA AMORETTI CARLO 93 20157;MILANO;MI;20157;9;81;BOVISASCA;9.14818900740966;45.5210426203315;(45.5210426203315,9.14818900740966)
35639;T.D.M. S.R.L.;Tamoil;Stradale;8053;GRASSI GIOVANNI BATTISTA 10 20157;MILANO;MI;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.12802465260029;45.5119058954487;(45.5119058954487,9.12802465260029)
45219;VUOTTI ANTONIO;Agip Eni;Stradale;Eni;VIA ERITREA 65 20157;MILANO;MI;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.13694977760315;45.5119885803084;(45.5119885803084,9.13694977760315)
43279;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;"MILANO VIA ERITREA; 71";VIA ERITREA 71 20157;MILANO;MI;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.13670820122343;45.5126155215269;(45.5126155215269,9.13670820122343)
24668;IP SERVICES S.R.L.;Api-Ip;Stradale;Milano Via Trilussa;Via Trilussa 3 20157;MILANO;MI;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.13759678602219;45.5146142884063;(45.5146142884063,9.13759678602219)
11704;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA DE GASPERI;VIA DE GASPERI S/N 20151;MILANO;MI;20151;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.14090344047543;45.4889955570044;(45.4889955570044,9.14090344047543)
48395;WAD S.A.S. DI D'AMATO DAVIDE & C.;Agip Eni;Stradale;wad s.a.s;VIA GALLARATE 40 20151;MILANO;MI;20151;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.13877258895492;45.4949193595359;(45.4949193595359,9.13877258895492)
33859;T.D.M. S.R.L.;Tamoil;Stradale;2391;URUGUAY 4 20151;MILANO;MI;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.1242500478852;45.4946224538858;(45.4946224538858,9.1242500478852)
48957;MATTA FRANCESCO;Api-Ip;Stradale;IP SANT'ELIA;VIA ANTONIO SANT'ELIA  3/P 20148;MILANO;MI;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.13003780085371;45.4854530404328;(45.4854530404328,9.13003780085371)
24317;METANO PER AUTO SETTIMO MILANESE M.A.S. SRL;Pompe Bianche;Stradale;M.A.S. S.r.l.;GALLARATE 437 20151;MILANO;MI;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.09681379795074;45.5064852524056;(45.5064852524056,9.09681379795074)
11702;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA CECHOV 44;VIA CECHOV 44 20151;MILANO;MI;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.11335172023769;45.4952538199599;(45.4952538199599,9.11335172023769)
18802;BRITA S.A.S. DI D'AMATO DAVIDE & C.;OIL ONE;Stradale;OILONE;VIA GALLARATE 417 20151;MILANO;MI;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.10411467909853;45.5051399155425;(45.5051399155425,9.10411467909853)
21197;ESSO DI MARCHETTO GIANFRANCO;Esso;Stradale;ESSO di Marchetto Gianfranco;Via Gallarate 392 20151;MILANO;MI;20151;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.1220185;45.5009206;(45.5009206,9.1220185)
11694;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA GALLARATE 400;VIA GALLARATE 400 20151;MILANO;MI;20151;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.10516619682312;45.5051530444436;(45.5051530444436,9.10516619682312)
