id_amat;stato;via_id;via_tipo;via_nome;num_civico;municipio;veicoli;tipo_man;nmanufatti;stalli_man;stalli_totali;ubicazione;LONG_X_4326;LAT_Y_4326;Location
"3350";Esistente;"6265";Via;Via Sardegna;"24";"7";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Alla quota della carreggiata;9.1521298190797;45.4633601271154;"(45.4633601271154, 9.1521298190797)"
"3351";Esistente;"6265";Via;Via Sardegna;"39";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.15156878167276;45.462434670568;"(45.462434670568, 9.15156878167276)"
"3352";Esistente;"6265";Via;Via Sardegna;"45";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.15116335559576;45.4617571813533;"(45.4617571813533, 9.15116335559576)"
"3353";Esistente;"6265";Via;Via Sardegna;"36";"7";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Alla quota della carreggiata;9.15090556028832;45.4619268927847;"(45.4619268927847, 9.15090556028832)"
"3354";Esistente;"6265";Via;Via Sardegna;"36";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.15073287869401;45.4619739508394;"(45.4619739508394, 9.15073287869401)"
"3358";Esistente;"525";Piazza;Piazza Giuseppe Missori;"8";"1";Velocipedi;0_Solo segnaletica;"1";"4";"4";Area pedonale (regolamentata o di fatto);9.18809047013481;45.4607365126116;"(45.4607365126116, 9.18809047013481)"
"3359";Esistente;"525";Piazza;Piazza Giuseppe Missori;"8";"1";Velocipedi;0_Solo segnaletica;"1";"10";"10";Area pedonale (regolamentata o di fatto);9.18824698491631;45.4609682018008;"(45.4609682018008, 9.18824698491631)"
"3360";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.20197582367044;45.4624415418366;"(45.4624415418366, 9.20197582367044)"
"3361";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20203988099116;45.4624334048468;"(45.4624334048468, 9.20203988099116)"
"3362";Esistente;"1157";Via;Via Filippo Sassetti;"15";"9";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.1940396992778;45.4863789398445;"(45.4863789398445, 9.1940396992778)"
"3363";Esistente;"1157";Via;Via Filippo Sassetti;"15";"9";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.19407638057513;45.4863128140135;"(45.4863128140135, 9.19407638057513)"
"3364";Esistente;"1157";Via;Via Filippo Sassetti;"15";"9";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.19399417173459;45.4861445804232;"(45.4861445804232, 9.19399417173459)"
"3365";Esistente;"7156";Via;Via Gattamelata;"37";"8";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.15141053480084;45.484222928488;"(45.484222928488, 9.15141053480084)"
"3366";Esistente;"6234";Piazza;Piazza Po;;"7";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.1579491045865;45.4624980108371;"(45.4624980108371, 9.1579491045865)"
"3367";Esistente;"6488";Via;Via Luigi Scrosati;"3";"6";Velocipedi;Verona _ Ambrogio;"5";"5";"25";Marciapiede;9.14011041184525;45.4537536034437;"(45.4537536034437, 9.14011041184525)"
"3368";Esistente;"1066";Bastioni;Bastioni di Porta Volta;"16";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.1813735456546;45.4789104395359;"(45.4789104395359, 9.1813735456546)"
"3369";Esistente;"1066";Bastioni;Bastioni di Porta Volta;"16";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.1814329966954;45.4791461599765;"(45.4791461599765, 9.1814329966954)"
"3370";Esistente;"1066";Bastioni;Bastioni di Porta Volta;"16";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.18151657732725;45.4793742576275;"(45.4793742576275, 9.18151657732725)"
"3371";Esistente;"1066";Bastioni;Bastioni di Porta Volta;"16";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.18157411451607;45.4795720226149;"(45.4795720226149, 9.18157411451607)"
"3372";Esistente;"6200";Via;Via Andrea Verga;"19";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15962155635332;45.4621054913646;"(45.4621054913646, 9.15962155635332)"
"3373";Esistente;"6200";Via;Via Andrea Verga;"19";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15971066904806;45.4621314408793;"(45.4621314408793, 9.15971066904806)"
"3374";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.20219511641278;45.462415313811;"(45.462415313811, 9.20219511641278)"
"3375";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20248276713931;45.4624004885727;"(45.4624004885727, 9.20248276713931)"
"3376";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"2";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.18387770515548;45.4725226636241;"(45.4725226636241, 9.18387770515548)"
"3377";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"35";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.18358404292638;45.4735081317438;"(45.4735081317438, 9.18358404292638)"
"3378";Esistente;"3016";Corso;Corso di Porta Vittoria;"28";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20253643192107;45.4621948434129;"(45.4621948434129, 9.20253643192107)"
"3380";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"35";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.18354884760428;45.4736500588318;"(45.4736500588318, 9.18354884760428)"
"3381";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"35";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.18349222417397;45.4737630764633;"(45.4737630764633, 9.18349222417397)"
"3382";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"35";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.1834660155458;45.4738065632722;"(45.4738065632722, 9.1834660155458)"
"3383";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"65";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.1834202182227;45.4748684196213;"(45.4748684196213, 9.1834202182227)"
"3384";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"71";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.18344900203151;45.4751735127323;"(45.4751735127323, 9.18344900203151)"
"3385";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"79";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.1837948482222;45.4760627558642;"(45.4760627558642, 9.1837948482222)"
"3386";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"83";"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.18389622829075;45.4763349812333;"(45.4763349812333, 9.18389622829075)"
"3387";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"99";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.18438584570956;45.4774935228254;"(45.4774935228254, 9.18438584570956)"
"3388";Esistente;"3169";Via;Via Vigilio Inama;"24";"3";Velocipedi;0_Solo segnaletica;"1";"4";"4";Marciapiede;9.23420550113893;45.472642506715;"(45.472642506715, 9.23420550113893)"
"3389";Esistente;"4069";Via;Via Carlo Botta;"18";"4";Velocipedi;Verona _ Ambrogio;"3";"5";"15";Marciapiede;9.20514134510806;45.4540927996896;"(45.4540927996896, 9.20514134510806)"
"3391";Esistente;"3169";Via;Via Vigilio Inama;"14";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"2";"2";"4";Marciapiede;9.23180217150261;45.4726159205104;"(45.4726159205104, 9.23180217150261)"
"3392";Esistente;"7233";Piazzale;Piazzale Cimitero Monumentale;;"8";Velocipedi;Verona _ Ambrogio;"3";"5";"15";Area pedonale (regolamentata o di fatto);9.17892127561068;45.4846942508159;"(45.4846942508159, 9.17892127561068)"
"3393";Esistente;"7233";Piazzale;Piazzale Cimitero Monumentale;;"8";Velocipedi;Verona _ Ambrogio;"3";"5";"15";Area pedonale (regolamentata o di fatto);9.18042855605967;45.4852655009799;"(45.4852655009799, 9.18042855605967)"
"3395";Esistente;"2222";Via;Via Pellegrino Strobel;"4";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"4";"2";"8";Marciapiede;9.23245457422504;45.4736679451117;"(45.4736679451117, 9.23245457422504)"
"3397";Esistente;"2222";Via;Via Pellegrino Strobel;"5";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23230332826146;45.4741937929046;"(45.4741937929046, 9.23230332826146)"
"3398";Esistente;"6916";Piazzetta;Piazzetta Santi Patroni d'Italia;;"6";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Area pedonale (regolamentata o di fatto);9.13462779169955;45.4556957797662;"(45.4556957797662, 9.13462779169955)"
"3399";Esistente;"2141";Via;Via Gaspare Spontini;"11";"3";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Alla quota della carreggiata;9.21429705578736;45.4815770112928;"(45.4815770112928, 9.21429705578736)"
"3400";Esistente;"2100";Piazzale;Piazzale Francesco Bacone;;"3";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Area pedonale (regolamentata o di fatto);9.21460225926879;45.4814167325199;"(45.4814167325199, 9.21460225926879)"
"3402";Esistente;"2100";Piazzale;Piazzale Francesco Bacone;;"3";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Area pedonale (regolamentata o di fatto);9.21471521984975;45.4813581934891;"(45.4813581934891, 9.21471521984975)"
"3403";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"25";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23231062435618;45.4733049449544;"(45.4733049449544, 9.23231062435618)"
"3404";Esistente;"2100";Piazzale;Piazzale Francesco Bacone;;"3";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Area pedonale (regolamentata o di fatto);9.21483130229154;45.4813066000982;"(45.4813066000982, 9.21483130229154)"
"3405";Esistente;"2100";Piazzale;Piazzale Francesco Bacone;;"3";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Area pedonale (regolamentata o di fatto);9.21510546381532;45.4811561297286;"(45.4811561297286, 9.21510546381532)"
"3406";Esistente;"2168";Via;Via Paracelso;"1";"3";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Area pedonale (regolamentata o di fatto);9.21586042716376;45.4807851646575;"(45.4807851646575, 9.21586042716376)"
"3407";Esistente;"2167";Via;Via Carlo Matteucci;"3";"3";Velocipedi;0_Solo segnaletica;"1";"8";"8";Marciapiede;9.21612323281302;45.4812107989097;"(45.4812107989097, 9.21612323281302)"
"3408";Esistente;"2167";Via;Via Carlo Matteucci;"3";"3";Velocipedi;0_Solo segnaletica;"1";"8";"8";Marciapiede;9.21627440309987;45.4812477120875;"(45.4812477120875, 9.21627440309987)"
"3410";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"22";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23246645489379;45.4727921870216;"(45.4727921870216, 9.23246645489379)"
"3412";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"25";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23232081653035;45.4727907494419;"(45.4727907494419, 9.23232081653035)"
"3414";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"22";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23246948199284;45.4725654183566;"(45.4725654183566, 9.23246948199284)"
"3416";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"19";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23232745106435;45.4725636074939;"(45.4725636074939, 9.23232745106435)"
"3419";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"12";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23248355114416;45.4717220461962;"(45.4717220461962, 9.23248355114416)"
"3421";Esistente;"1464";Via;Via Enrico Cosenz;;"9";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.16323056828141;45.506999724507;"(45.506999724507, 9.16323056828141)"
"3422";Esistente;"3229";Via;Via Alessandro Visconti D'Aragona;"15";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23233227760546;45.4717178302107;"(45.4717178302107, 9.23233227760546)"
"3423";Esistente;"1464";Via;Via Enrico Cosenz;;"9";Velocipedi;Verona _ Ambrogio;"3";"5";"15";Marciapiede;9.16273843356395;45.5070686039467;"(45.5070686039467, 9.16273843356395)"
"3424";Esistente;"1464";Via;Via Enrico Cosenz;;"9";Velocipedi;Verona _ Ambrogio;"6";"5";"30";Marciapiede;9.16366566715798;45.5072285216398;"(45.5072285216398, 9.16366566715798)"
"3425";Esistente;"324";Via;Via Rastrelli;;"1";Velocipedi;Verona _ Ambrogio;"4";"5";"20";Alla quota della carreggiata;9.19161700562157;45.4619798695036;"(45.4619798695036, 9.19161700562157)"
"3426";Esistente;"324";Via;Via Rastrelli;;"1";Velocipedi;Verona _ Ambrogio;"4";"5";"20";Alla quota della carreggiata;9.19190797989129;45.4617642486658;"(45.4617642486658, 9.19190797989129)"
"3427";Esistente;"3245";Via;Via Illirico;"18";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.23249297396169;45.4708030955978;"(45.4708030955978, 9.23249297396169)"
"3428";Esistente;"3245";Via;Via Illirico;"1";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.23237805705804;45.4685642350926;"(45.4685642350926, 9.23237805705804)"
"3429";Esistente;"4145";Piazza;Piazza San Luigi;;"4";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Area pedonale (regolamentata o di fatto);9.21414623298701;45.4437860099018;"(45.4437860099018, 9.21414623298701)"
"3430";Esistente;"6487";Via;Via Salvatore Barzilai;"8";"6";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.14079075391243;45.4522499455809;"(45.4522499455809, 9.14079075391243)"
"3431";Esistente;"3074";Corso;Corso Ventidue Marzo;"59";"4";Velocipedi;Verona _ Ambrogio;"3";"5";"15";Marciapiede;9.22248688395209;45.4622623432878;"(45.4622623432878, 9.22248688395209)"
"3432";Esistente;"3074";Corso;Corso Ventidue Marzo;"59";"4";Velocipedi;Verona _ Ambrogio;"4";"5";"20";Marciapiede;9.22277978571107;45.462259646908;"(45.462259646908, 9.22277978571107)"
"3433";Esistente;"2208";Piazza;Piazza Leonardo da Vinci;;"3";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.22599203936067;45.4793920283987;"(45.4793920283987, 9.22599203936067)"
"3434";Esistente;"3067";Piazza;Piazza Eleonora Duse;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.20461777130454;45.4712506906445;"(45.4712506906445, 9.20461777130454)"
"3435";Esistente;"2157";Viale;Viale Regina Giovanna;"33";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.21294355714706;45.474021017791;"(45.474021017791, 9.21294355714706)"
"3436";Esistente;"6611";Viale;Viale Caterina da Forlì;"50";"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.13983927780428;45.4612592751541;"(45.4612592751541, 9.13983927780428)"
"3437";Esistente;"2230";Viale;Viale Andrea Doria;"31";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"18";"18";Parterre;9.21336249884554;45.4858150381437;"(45.4858150381437, 9.21336249884554)"
"3438";Esistente;"6611";Viale;Viale Caterina da Forlì;"42";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.14092020612593;45.4610655444802;"(45.4610655444802, 9.14092020612593)"
"3439";Esistente;"6611";Viale;Viale Caterina da Forlì;"32";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Alla quota della carreggiata;9.14329114516933;45.4606365719663;"(45.4606365719663, 9.14329114516933)"
"3441";Esistente;"1040";Piazza;Piazza San Marco;"1";"1";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.18779170718245;45.4732377227259;"(45.4732377227259, 9.18779170718245)"
"3442";Esistente;"1039";Via;Via Goito;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Alla quota della carreggiata;9.18829583854152;45.4743169547608;"(45.4743169547608, 9.18829583854152)"
"3443";Esistente;"2674";Via;Via Riccardo Pitteri;"84";"3";Velocipedi;Triangolare;"1";"4";"4";Cortile o altro spazio collegato al civico;9.24706307004305;45.4775920647636;"(45.4775920647636, 9.24706307004305)"
"3447";Esistente;"526";Corso;Corso Italia;"28";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.18745188690806;45.4571483631212;"(45.4571483631212, 9.18745188690806)"
"3449";Esistente;"560";Piazza;Piazza Mentana;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Verona _ Ambrogio;"1";"5";"5";Area pedonale (regolamentata o di fatto);9.18176655088724;45.4617013947292;"(45.4617013947292, 9.18176655088724)"
"3452";Esistente;"3063";Viale;Viale Premuda;"14";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.20756009199631;45.4640975622096;"(45.4640975622096, 9.20756009199631)"
"3453";Esistente;"6363";Piazza;Piazza Giovanni Amendola;;"8";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.15099217152136;45.4739266706;"(45.4739266706, 9.15099217152136)"
"3454";Esistente;"6363";Piazza;Piazza Giovanni Amendola;"5";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15097151988319;45.473603779672;"(45.473603779672, 9.15097151988319)"
"3455";Esistente;"6363";Piazza;Piazza Giovanni Amendola;"3";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15105976102316;45.473498403937;"(45.473498403937, 9.15105976102316)"
"3456";Esistente;"6363";Piazza;Piazza Giovanni Amendola;"3";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15135627217348;45.4733131197646;"(45.4733131197646, 9.15135627217348)"
"3457";Esistente;"6388";Via;Via Monte Rosa;"14";"8";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15242126019647;45.4727166475462;"(45.4727166475462, 9.15242126019647)"
"3458";Esistente;"6388";Via;Via Monte Rosa;"25";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15207904586519;45.4727811586003;"(45.4727811586003, 9.15207904586519)"
"3459";Esistente;"6388";Via;Via Monte Rosa;"17";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15262778301133;45.4723665904958;"(45.4723665904958, 9.15262778301133)"
"3460";Esistente;"6388";Via;Via Monte Rosa;"12";"8";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.15318916134625;45.4721273502585;"(45.4721273502585, 9.15318916134625)"
"3461";Esistente;"6388";Via;Via Monte Rosa;"10";"8";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15341632647565;45.4719609705254;"(45.4719609705254, 9.15341632647565)"
"3462";Esistente;"6388";Via;Via Monte Rosa;"10";"8";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15358101926631;45.471841739343;"(45.471841739343, 9.15358101926631)"
"3463";Esistente;"6388";Via;Via Monte Rosa;"13";"7";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.15367258208031;45.4715681546713;"(45.4715681546713, 9.15367258208031)"
"3464";Esistente;"6388";Via;Via Monte Rosa;"11";"7";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15427391040511;45.4711138233418;"(45.4711138233418, 9.15427391040511)"
"3465";Esistente;"6388";Via;Via Monte Rosa;"6";"8";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.15455939779913;45.4710830164305;"(45.4710830164305, 9.15455939779913)"
"3466";Esistente;"143";Via;Via Pontaccio;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.18701332970259;45.4727974169719;"(45.4727974169719, 9.18701332970259)"
"3467";Esistente;"141";Via;Via dei Giardini;"18";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.19272439869811;45.4724061845609;"(45.4724061845609, 9.19272439869811)"
"3468";Esistente;"230";Via;Via Alessandro Manzoni;"43";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"13";"13";Alla quota della carreggiata;9.19432430865669;45.4716674942853;"(45.4716674942853, 9.19432430865669)"
"3469";Esistente;"3022";Via;Via Chiossetto;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Alla quota della carreggiata;9.20129218035192;45.4633353719575;"(45.4633353719575, 9.20129218035192)"
"3470";Esistente;"719";Via;Via Cusani;"18";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18325700600785;45.4686583593041;"(45.4686583593041, 9.18325700600785)"
"3478";Esistente;"306";Piazza;Piazza Cesare Beccaria;"0";"1";Velocipedi;Circolare _ Phi greca;"5";"2";"10";Area pedonale (regolamentata o di fatto);9.19498210606984;45.4640748213935;"(45.4640748213935, 9.19498210606984)"
"3479";Esistente;"357";Via;Via San Giovanni in Conca;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.19700055653211;45.4616047769997;"(45.4616047769997, 9.19700055653211)"
"3482";Esistente;"2209";Via;Via Giovanni Celoria;"11";"3";Velocipedi;Verona _ Ambrogio;"1";"5";"5";Marciapiede;9.23021380635964;45.4770805899918;"(45.4770805899918, 9.23021380635964)"
"3483";Esistente;"5098";Via;Via San Vincenzo;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.17276076224571;45.4581164057815;"(45.4581164057815, 9.17276076224571)"
"3487";Esistente;"6518";Piazzale;Piazzale dello Sport;;"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"9";"2";"18";Alla quota della carreggiata;9.12502801888772;45.4799951396867;"(45.4799951396867, 9.12502801888772)"
"3488";Esistente;"6518";Piazzale;Piazzale dello Sport;;"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"13";"2";"26";Alla quota della carreggiata;9.12525322637864;45.4799833048479;"(45.4799833048479, 9.12525322637864)"
"3489";Esistente;"6518";Piazzale;Piazzale dello Sport;;"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"9";"2";"18";Alla quota della carreggiata;9.1251834636632;45.4799543897343;"(45.4799543897343, 9.1251834636632)"
"3490";Esistente;"6518";Piazzale;Piazzale dello Sport;;"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"6";"2";"12";Alla quota della carreggiata;9.12512412709445;45.4799231417104;"(45.4799231417104, 9.12512412709445)"
"3491";Esistente;"6518";Piazzale;Piazzale dello Sport;;"7";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"5";"2";"10";Alla quota della carreggiata;9.1250790081365;45.4798778104109;"(45.4798778104109, 9.1250790081365)"
"3493";Esistente;"3245";Via;Via Illirico;"2";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.23252599503306;45.4685662548474;"(45.4685662548474, 9.23252599503306)"
"3494";Esistente;"7340";Via;Via Carlo Amoretti;"0";"9";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"16";"2";"32";Marciapiede;9.1457763891876;45.5190254434937;"(45.5190254434937, 9.1457763891876)"
"3495";Esistente;"7546";Via;Via Armando Picchi;;"8";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"9";"9";Alla quota della carreggiata;9.10471444734028;45.498748783606;"(45.498748783606, 9.10471444734028)"
"3496";Esistente;"1726";Piazza;Piazza Emilio Alfieri;;"9";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Marciapiede;9.1599063495086;45.5027265785029;"(45.5027265785029, 9.1599063495086)"
"3497";Esistente;"1047";Via;Via Fatebenesorelle;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"0";"0";"0";Alla quota della carreggiata;9.19184855636433;45.4778270295349;"(45.4778270295349, 9.19184855636433)"
"3498";Esistente;"144";Via;Via Fatebenefratelli;"10";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Alla quota della carreggiata;9.18970010390637;45.4732688837343;"(45.4732688837343, 9.18970010390637)"
"3499";Esistente;"604";Corso;Corso Magenta;"10";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.17975817251828;45.4657404977962;"(45.4657404977962, 9.17975817251828)"
"3500";Esistente;"604";Corso;Corso Magenta;"10";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.17939580093993;45.4657602966801;"(45.4657602966801, 9.17939580093993)"
"3501";Esistente;"604";Corso;Corso Magenta;"52";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Alla quota della carreggiata;9.17377597674078;45.4657679154411;"(45.4657679154411, 9.17377597674078)"
"3502";Esistente;"604";Corso;Corso Magenta;"52";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"1";"1";Alla quota della carreggiata;9.17365715315958;45.4657718051553;"(45.4657718051553, 9.17365715315958)"
